id,어코드,노트명,이미지URL
312,Spicy,카시아,https://fimgs.net/mdimg/sastojci/t.60.jpg?1733161265
313,Spicy,캐러웨이,https://fimgs.net/mdimg/sastojci/t.121.jpg?1733161258
314,Spicy,커민,https://fimgs.net/mdimg/sastojci/t.549.jpg?1733161265
315,Spicy,티무르,https://fimgs.net/mdimg/sastojci/t.1070.jpg?1733161258
316,Spicy,팔각,https://fimgs.net/mdimg/sastojci/t.100.jpg?1733161257
317,Spicy,페퍼,https://fimgs.net/mdimg/sastojci/t.158.jpg?1733161259
318,Spicy,페퍼우드,https://fimgs.net/mdimg/sastojci/t.1507.jpg?1733161259
319,Spicy,피멘토,https://fimgs.net/mdimg/sastojci/t.159.jpg?1733161259
320,Spicy,피멘토 씨앗,https://fimgs.net/mdimg/sastojci/t.940.jpg?1733161266
321,Spicy,피멘토 잎,https://fimgs.net/mdimg/sastojci/t.978.jpg?1733161266
322,Spicy,핑크 페퍼,https://fimgs.net/mdimg/sastojci/t.91.jpg?1733161266
323,Spicy,호로파,https://fimgs.net/mdimg/sastojci/t.475.jpg?1733161265
324,Sweet,감초,https://fimgs.net/mdimg/sastojci/t.195.jpg?1733161259
325,Sweet,꿀,https://fimgs.net/mdimg/sastojci/t.181.jpg?1733161259
326,Sweet,대추야자,https://fimgs.net/mdimg/sastojci/t.355.jpg?1733161264
327,Sweet,드라제,https://fimgs.net/mdimg/sastojci/t.1643.jpg?1750016278
328,Sweet,메이플 시럽,https://fimgs.net/mdimg/sastojci/t.447.jpg?1733161265
329,Sweet,밀랍,https://fimgs.net/mdimg/sastojci/t.53.jpg?1733161265
330,Sweet,바닐라,https://fimgs.net/mdimg/sastojci/t.74.jpg?1733161266
331,Sweet,바닐라 캐비아,https://fimgs.net/mdimg/sastojci/t.1460.jpg?1733161259
332,Sweet,설탕,https://fimgs.net/mdimg/sastojci/t.200.jpg?1733161259
333,Sweet,헬리오트로프,https://fimgs.net/mdimg/sastojci/t.99.jpg?1733161266
334,Woody,가문비나무,https://fimgs.net/mdimg/sastojci/t.481.jpg?1733161265
335,Woody,과이악 우드,https://fimgs.net/mdimg/sastojci/t.36.jpg?1733161264
336,Woody,나무껍질,https://fimgs.net/mdimg/sastojci/t.709.jpg?1733161266
337,Woody,대나무,https://fimgs.net/mdimg/sastojci/t.42.jpg?1733161265
338,Woody,드림우드,https://fimgs.net/mdimg/sastojci/t.1251.jpg?1733161258
339,Woody,라브다넘,https://fimgs.net/mdimg/sastojci/t.15.jpg?1733161259
340,Woody,라오스 우드,https://fimgs.net/mdimg/sastojci/t.760.jpg?1733161266
341,Woody,리퀴담바,https://fimgs.net/mdimg/sastojci/t.1141.jpg?1733161258
342,Woody,마스틱 / 렌티스크,https://fimgs.net/mdimg/sastojci/t.471.jpg?1733161265
343,Woody,마이소르 샌달우드,https://fimgs.net/mdimg/sastojci/t.1241.jpg?1733161258
344,Woody,마호가니,https://fimgs.net/mdimg/sastojci/t.43.jpg?1733161265
345,Woody,몰약,https://fimgs.net/mdimg/sastojci/t.98.jpg?1733161266
346,Woody,무화과 나무,https://fimgs.net/mdimg/sastojci/t.431.jpg?1733161265
347,Woody,발사믹 노트,https://fimgs.net/mdimg/sastojci/t.1229.jpg?1733161258
348,Woody,벤조인,https://fimgs.net/mdimg/sastojci/t.69.jpg?1733161266
349,Woody,벨람브라 나무,https://fimgs.net/mdimg/sastojci/t.641.jpg?1733161265
350,Woody,브라질 로즈우드,https://fimgs.net/mdimg/sastojci/t.110.jpg?1733161258
351,Woody,블론드 우드,https://fimgs.net/mdimg/sastojci/t.1437.jpg?1733161259
352,Woody,사이프러스,https://fimgs.net/mdimg/sastojci/t.186.jpg?1733161259
353,Woody,사이프리올 오일 / 나가르모타,https://fimgs.net/mdimg/sastojci/t.406.jpg?1733161265
354,Woody,샌달우드,https://fimgs.net/mdimg/sastojci/t.33.jpg?1733161264
355,Woody,소나무,https://fimgs.net/mdimg/sastojci/t.204.jpg?1733161259
356,Woody,수지류,https://fimgs.net/mdimg/sastojci/t.317.jpg?1733161263
357,Woody,스티락스,https://fimgs.net/mdimg/sastojci/t.67.jpg?1733161266
358,Woody,시더,https://fimgs.net/mdimg/sastojci/t.41.jpg?1733161265
359,Woody,시카모어,https://fimgs.net/mdimg/sastojci/t.487.jpg?1733161265
360,Woody,아몬드 나무,https://fimgs.net/mdimg/sastojci/t.327.jpg?1733161263
361,Woody,아미리스,https://fimgs.net/mdimg/sastojci/t.416.jpg?1733161265
362,Woody,아키갈라우드,https://fimgs.net/mdimg/sastojci/t.697.jpg?1733161266
363,Woody,앰버,https://fimgs.net/mdimg/sastojci/t.54.jpg?1733161265
364,Woody,앰버우드,https://fimgs.net/mdimg/sastojci/t.691.jpg?1733161266
365,Woody,엘레미,https://fimgs.net/mdimg/sastojci/t.390.jpg?1733161265
366,Woody,오포포낙스,https://fimgs.net/mdimg/sastojci/t.37.jpg?1733161264
367,Woody,올리브 나무,https://fimgs.net/mdimg/sastojci/t.265.jpg?1733161262
368,Woody,우디 노트,https://fimgs.net/mdimg/sastojci/t.315.jpg?1733161263
369,Woody,유목,https://fimgs.net/mdimg/sastojci/t.503.jpg?1733161265
370,Woody,전나무,https://fimgs.net/mdimg/sastojci/t.205.jpg?1733161259
371,Woody,침향,https://fimgs.net/mdimg/sastojci/t.114.jpg?1733161282
372,Woody,침향 (우드),https://fimgs.net/mdimg/sastojci/t.114.jpg?1733161258
373,Woody,캐시미어 우드,https://fimgs.net/mdimg/sastojci/t.343.jpg?1733161264
374,Woody,클리어우드,https://fimgs.net/mdimg/sastojci/t.816.jpg?1733161266
375,Woody,타나카 우드,https://fimgs.net/mdimg/sastojci/t.1347.jpg?1733161258
376,Woody,톨루 발삼,https://fimgs.net/mdimg/sastojci/t.71.jpg?1733161266
377,Woody,통카빈,https://fimgs.net/mdimg/sastojci/t.73.jpg?1733161266
378,Woody,티크 우드,https://fimgs.net/mdimg/sastojci/t.266.jpg?1733161262
379,Woody,팔로 산토,https://fimgs.net/mdimg/sastojci/t.597.jpg?1733161265
380,Woody,팔리산더 로즈우드,https://fimgs.net/mdimg/sastojci/t.38.jpg?1733161265
381,Woody,페루 발삼,https://fimgs.net/mdimg/sastojci/t.72.jpg?1733161266
382,Woody,페퍼우드 / 헤라클레스 클럽,https://fimgs.net/mdimg/sastojci/t.594.jpg?1733161265
383,Woody,화이트 우드,https://fimgs.net/mdimg/sastojci/t.777.jpg?1733161266
384,Woody,히노키,https://fimgs.net/mdimg/sastojci/t.32.jpg?1733161263
385,Woody,히말라야 시더,https://fimgs.net/mdimg/sastojci/t.1595.jpg?1733161259
