향수ID,향수명,브랜드명,노트명,구분
10806,Lust,Lush,재스민,top
10806,Lust,Lush,일랑일랑,mid
10806,Lust,Lush,바닐라,base
10806,Lust,Lush,샌달우드,base
10806,Lust,Lush,로즈,base
4367,Karma,Lush,오렌지,top
4367,Karma,Lush,레몬그라스,top
4367,Karma,Lush,라벤더,top
4367,Karma,Lush,소나무,mid
4367,Karma,Lush,레몬,mid
4367,Karma,Lush,카시스,mid
4367,Karma,Lush,패출리,base
4367,Karma,Lush,전나무 수지,base
4367,Karma,Lush,엘레미,base
4367,Karma,Lush,시나몬,base
29173,Lord of Misrule,Lush,패출리,top
29173,Lord of Misrule,Lush,바닐라,mid
29173,Lord of Misrule,Lush,블랙 페퍼,base
10798,American Cream,Lush,바닐라 앱솔루트,top
10798,American Cream,Lush,우유,top
10798,American Cream,Lush,벤조인,mid
10798,American Cream,Lush,라벤더,mid
10798,American Cream,Lush,꿀,base
10798,American Cream,Lush,딸기,base
10798,American Cream,Lush,클라리 세이지,base
10798,American Cream,Lush,오렌지,base
88995,Sticky Dates,Lush,캐러멜,top
88995,Sticky Dates,Lush,벤조인,mid
88995,Sticky Dates,Lush,샌달우드,base
60072,Let The Good Times Roll,Lush,캐러멜,top
60072,Let The Good Times Roll,Lush,버터,mid
60072,Let The Good Times Roll,Lush,팝콘,base
60072,Let The Good Times Roll,Lush,시나몬,base
8130,Vanillary,Lush,바닐라,top
8130,Vanillary,Lush,통카빈,mid
8130,Vanillary,Lush,재스민,base
72229,Turmeric Latte Perfume,Lush,통카빈,top
72229,Turmeric Latte Perfume,Lush,바닐라,mid
72229,Turmeric Latte Perfume,Lush,강황,base
72229,Turmeric Latte Perfume,Lush,벤조인,base
13716,Breath Of God,Lush,인센스,top
13716,Breath Of God,Lush,멜론,top
13716,Breath Of God,Lush,버지니아 시더,top
13716,Breath Of God,Lush,베티버,top
13716,Breath Of God,Lush,샌달우드,mid
13716,Breath Of God,Lush,주니퍼,mid
13716,Breath Of God,Lush,블랙 페퍼,mid
13716,Breath Of God,Lush,아말피 레몬,mid
13716,Breath Of God,Lush,네롤리,base
13716,Breath Of God,Lush,자몽,base
13716,Breath Of God,Lush,일랑일랑,base
13716,Breath Of God,Lush,로즈,base
11734,Dirty,Lush,민트,top
11734,Dirty,Lush,타라곤,top
11734,Dirty,Lush,라벤더,mid
11734,Dirty,Lush,타임,mid
11734,Dirty,Lush,오크모스,base
11734,Dirty,Lush,샌달우드,base
11734,Dirty,Lush,네롤리,base
97106,Chelsea Morning,Lush,토피,top
97106,Chelsea Morning,Lush,레몬,top
97106,Chelsea Morning,Lush,바닐라,mid
97106,Chelsea Morning,Lush,통카빈,mid
97106,Chelsea Morning,Lush,호로파,base
97106,Chelsea Morning,Lush,머틀,base
58865,Snow Fairy,Lush,솜사탕,top
58865,Snow Fairy,Lush,스위트 노트,mid
58865,Snow Fairy,Lush,체리,base
58865,Snow Fairy,Lush,바닐라,base
58865,Snow Fairy,Lush,배,base
63243,Rose Jam 2019,Lush,터키 로즈,top
63243,Rose Jam 2019,Lush,로즈 오일,top
63243,Rose Jam 2019,Lush,마멀레이드,top
63243,Rose Jam 2019,Lush,레몬,mid
63243,Rose Jam 2019,Lush,스파이시 노트,mid
63243,Rose Jam 2019,Lush,제라늄,base
57035,Twilight Body Spray,Lush,라벤더,top
57035,Twilight Body Spray,Lush,통카빈,mid
57035,Twilight Body Spray,Lush,벤조인,base
57035,Twilight Body Spray,Lush,일랑일랑,base
26630,Death and Decay,Lush,일랑일랑,top
26630,Death and Decay,Lush,재스민,mid
26630,Death and Decay,Lush,통카빈,base
26630,Death and Decay,Lush,로즈,base
88991,Super Milk,Lush,리체아 쿠베바,top
88991,Super Milk,Lush,바닐라,mid
88991,Super Milk,Lush,통카빈,base
62550,Honey I Washed The Kids,Lush,토피,top
62550,Honey I Washed The Kids,Lush,꿀,top
62550,Honey I Washed The Kids,Lush,캐러멜,mid
62550,Honey I Washed The Kids,Lush,바닐라,mid
62550,Honey I Washed The Kids,Lush,브라질 오렌지,base
62550,Honey I Washed The Kids,Lush,베르가못,base
46804,Cardamom Coffee,Lush,카다멈,top
46804,Cardamom Coffee,Lush,커피,mid
46804,Cardamom Coffee,Lush,침향 (우드),base
46804,Cardamom Coffee,Lush,올리브 나무,base
46804,Cardamom Coffee,Lush,로즈 오일,base
57036,Rose Jam Body Spray,Lush,다마스크 로즈,top
57036,Rose Jam Body Spray,Lush,시칠리아 레몬,mid
57036,Rose Jam Body Spray,Lush,제라늄,mid
57036,Rose Jam Body Spray,Lush,통카빈,base
17617,Sikkim Girls,Lush,프랑지파니,top
17617,Sikkim Girls,Lush,튜베로즈,mid
17617,Sikkim Girls,Lush,재스민,base
17617,Sikkim Girls,Lush,바닐라,base
13718,The Smell of Weather Turning,Lush,건초,top
13718,The Smell of Weather Turning,Lush,민트,top
13718,The Smell of Weather Turning,Lush,캐모마일,mid
13718,The Smell of Weather Turning,Lush,참나무,mid
13718,The Smell of Weather Turning,Lush,쐐기풀,base
13718,The Smell of Weather Turning,Lush,오크모스,base
13718,The Smell of Weather Turning,Lush,밀랍,base
13718,The Smell of Weather Turning,Lush,시나몬,base
56379,Pansy,Lush,로즈마리,top
56379,Pansy,Lush,오렌지 꽃,top
56379,Pansy,Lush,블랙베리,mid
56379,Pansy,Lush,플로럴 노트,mid
56379,Pansy,Lush,베르가못,mid
56379,Pansy,Lush,갈바넘,base
56379,Pansy,Lush,라브다넘,base
59340,Avocado Co-Wash,Lush,베르가못,top
59340,Avocado Co-Wash,Lush,올리바넘,mid
59340,Avocado Co-Wash,Lush,인센스,base
17621,Devil's Night Cap,Lush,오크모스,top
17621,Devil's Night Cap,Lush,참나무,mid
17621,Devil's Night Cap,Lush,클라리 세이지,base
17621,Devil's Night Cap,Lush,일랑일랑,base
17621,Devil's Night Cap,Lush,오렌지 꽃,base
25529,Wood Sage & Sea Salt,Jo Malone London,씨 솔트,top
25529,Wood Sage & Sea Salt,Jo Malone London,세이지,mid
25529,Wood Sage & Sea Salt,Jo Malone London,자몽,base
25529,Wood Sage & Sea Salt,Jo Malone London,암브레트 (머스크 맬로우),base
25529,Wood Sage & Sea Salt,Jo Malone London,해조류,base
10314,English Pear & Freesia,Jo Malone London,배,top
10314,English Pear & Freesia,Jo Malone London,멜론,top
10314,English Pear & Freesia,Jo Malone London,프리지아,mid
10314,English Pear & Freesia,Jo Malone London,로즈,mid
10314,English Pear & Freesia,Jo Malone London,머스크,base
10314,English Pear & Freesia,Jo Malone London,패출리,base
10314,English Pear & Freesia,Jo Malone London,루바브,base
10314,English Pear & Freesia,Jo Malone London,앰버,base
42027,Myrrh & Tonka,Jo Malone London,라벤더,top
42027,Myrrh & Tonka,Jo Malone London,몰약,mid
42027,Myrrh & Tonka,Jo Malone London,통카빈,base
42027,Myrrh & Tonka,Jo Malone London,바닐라,base
42027,Myrrh & Tonka,Jo Malone London,아몬드,base
15134,Blackberry & Bay,Jo Malone London,블랙베리,top
15134,Blackberry & Bay,Jo Malone London,월계수 잎,top
15134,Blackberry & Bay,Jo Malone London,자몽,mid
15134,Blackberry & Bay,Jo Malone London,시더,mid
15134,Blackberry & Bay,Jo Malone London,베티버,base
15134,Blackberry & Bay,Jo Malone London,플로럴 노트,base
18767,Peony & Blush Suede,Jo Malone London,레드 애플,top
18767,Peony & Blush Suede,Jo Malone London,모란,mid
18767,Peony & Blush Suede,Jo Malone London,로즈,mid
18767,Peony & Blush Suede,Jo Malone London,재스민,mid
18767,Peony & Blush Suede,Jo Malone London,카네이션,mid
18767,Peony & Blush Suede,Jo Malone London,스웨이드,base
12310,Wild Bluebell,Jo Malone London,이슬방울,top
12310,Wild Bluebell,Jo Malone London,초록 잎,top
12310,Wild Bluebell,Jo Malone London,블루벨,top
12310,Wild Bluebell,Jo Malone London,정향,top
12310,Wild Bluebell,Jo Malone London,감,mid
12310,Wild Bluebell,Jo Malone London,복숭아,mid
12310,Wild Bluebell,Jo Malone London,머스크,base
12310,Wild Bluebell,Jo Malone London,파우더리 노트,base
3782,Nectarine Blossom & Honey,Jo Malone London,그린 노트,top
3782,Nectarine Blossom & Honey,Jo Malone London,블랙 커런트,top
3782,Nectarine Blossom & Honey,Jo Malone London,쁘띠그레인,top
3782,Nectarine Blossom & Honey,Jo Malone London,천도복숭아,mid
3782,Nectarine Blossom & Honey,Jo Malone London,아까시나무,mid
3782,Nectarine Blossom & Honey,Jo Malone London,아까시 꿀,mid
3782,Nectarine Blossom & Honey,Jo Malone London,복숭아,base
3782,Nectarine Blossom & Honey,Jo Malone London,자두,base
3782,Nectarine Blossom & Honey,Jo Malone London,베티버,base
5585,Lime Basil & Mandarin,Jo Malone London,라임,top
5585,Lime Basil & Mandarin,Jo Malone London,만다린 오렌지,top
5585,Lime Basil & Mandarin,Jo Malone London,베르가못,top
5585,Lime Basil & Mandarin,Jo Malone London,바질,mid
5585,Lime Basil & Mandarin,Jo Malone London,타임,mid
5585,Lime Basil & Mandarin,Jo Malone London,라일락,mid
5585,Lime Basil & Mandarin,Jo Malone London,아이리스,mid
5585,Lime Basil & Mandarin,Jo Malone London,베티버,base
5585,Lime Basil & Mandarin,Jo Malone London,패출리,base
15286,Velvet Rose & Oud,Jo Malone London,다마스크 로즈,top
15286,Velvet Rose & Oud,Jo Malone London,침향 (우드),mid
15286,Velvet Rose & Oud,Jo Malone London,프랄린,base
15286,Velvet Rose & Oud,Jo Malone London,정향,base
5581,Pomegranate Noir,Jo Malone London,석류,top
5581,Pomegranate Noir,Jo Malone London,루바브,top
5581,Pomegranate Noir,Jo Malone London,자두,top
5581,Pomegranate Noir,Jo Malone London,라즈베리,top
5581,Pomegranate Noir,Jo Malone London,수박,top
5581,Pomegranate Noir,Jo Malone London,정향,mid
5581,Pomegranate Noir,Jo Malone London,핑크 페퍼,mid
5581,Pomegranate Noir,Jo Malone London,과이악 우드,mid
5581,Pomegranate Noir,Jo Malone London,올리바넘,mid
5581,Pomegranate Noir,Jo Malone London,오포포낙스,mid
5581,Pomegranate Noir,Jo Malone London,로즈,mid
5581,Pomegranate Noir,Jo Malone London,재스민,mid
5581,Pomegranate Noir,Jo Malone London,은방울꽃,mid
5581,Pomegranate Noir,Jo Malone London,버지니아 시더,base
5581,Pomegranate Noir,Jo Malone London,패출리,base
5581,Pomegranate Noir,Jo Malone London,앰버,base
5581,Pomegranate Noir,Jo Malone London,머스크,base
31825,Mimosa & Cardamom,Jo Malone London,카다멈,top
31825,Mimosa & Cardamom,Jo Malone London,미모사,mid
31825,Mimosa & Cardamom,Jo Malone London,통카빈,base
64551,Scarlet Poppy Intense,Jo Malone London,암브레트 (머스크 맬로우),top
64551,Scarlet Poppy Intense,Jo Malone London,오리스,mid
64551,Scarlet Poppy Intense,Jo Malone London,무화과,mid
64551,Scarlet Poppy Intense,Jo Malone London,양귀비,mid
64551,Scarlet Poppy Intense,Jo Malone London,통카빈,base
64551,Scarlet Poppy Intense,Jo Malone London,헬리오트로프,base
64551,Scarlet Poppy Intense,Jo Malone London,보리,base
2279,Orange Blossom,Jo Malone London,귤 꽃,top
2279,Orange Blossom,Jo Malone London,오렌지 꽃,mid
2279,Orange Blossom,Jo Malone London,라일락,mid
2279,Orange Blossom,Jo Malone London,수련,mid
2279,Orange Blossom,Jo Malone London,베티버,base
2279,Orange Blossom,Jo Malone London,아이리스,base
12928,Oud & Bergamot,Jo Malone London,침향 (우드),top
12928,Oud & Bergamot,Jo Malone London,베르가못,mid
12928,Oud & Bergamot,Jo Malone London,버지니아 시더,base
12928,Oud & Bergamot,Jo Malone London,오렌지,base
12928,Oud & Bergamot,Jo Malone London,아말피 레몬,base
3783,Dark Amber & Ginger Lily,Jo Malone London,생강,top
3783,Dark Amber & Ginger Lily,Jo Malone London,블랙 카다멈,top
3783,Dark Amber & Ginger Lily,Jo Malone London,핑크 페퍼,top
3783,Dark Amber & Ginger Lily,Jo Malone London,수련,mid
3783,Dark Amber & Ginger Lily,Jo Malone London,오키드,mid
3783,Dark Amber & Ginger Lily,Jo Malone London,재스민,mid
3783,Dark Amber & Ginger Lily,Jo Malone London,로즈,mid
3783,Dark Amber & Ginger Lily,Jo Malone London,샌달우드,base
3783,Dark Amber & Ginger Lily,Jo Malone London,블랙 앰버,base
3783,Dark Amber & Ginger Lily,Jo Malone London,키아라 인센스,base
3783,Dark Amber & Ginger Lily,Jo Malone London,패출리,base
3783,Dark Amber & Ginger Lily,Jo Malone London,레더,base
5484,Red Roses,Jo Malone London,레몬,top
5484,Red Roses,Jo Malone London,민트,top
5484,Red Roses,Jo Malone London,불가리안 로즈,mid
5484,Red Roses,Jo Malone London,바이올렛 잎,mid
5484,Red Roses,Jo Malone London,밀랍,base
56152,Poppy & Barley,Jo Malone London,무화과,top
56152,Poppy & Barley,Jo Malone London,바이올렛,top
56152,Poppy & Barley,Jo Malone London,블랙 커런트,top
56152,Poppy & Barley,Jo Malone London,파우더리 노트,mid
56152,Poppy & Barley,Jo Malone London,밀,mid
56152,Poppy & Barley,Jo Malone London,양귀비,mid
56152,Poppy & Barley,Jo Malone London,보리,base
56152,Poppy & Barley,Jo Malone London,화이트 머스크,base
56152,Poppy & Barley,Jo Malone London,밀기울,base
87708,Ginger Biscuit Cologne (2023),Jo Malone London,생강,top
87708,Ginger Biscuit Cologne (2023),Jo Malone London,시나몬,top
87708,Ginger Biscuit Cologne (2023),Jo Malone London,넛멕,top
87708,Ginger Biscuit Cologne (2023),Jo Malone London,캐러멜,mid
87708,Ginger Biscuit Cologne (2023),Jo Malone London,헤이즐넛,mid
87708,Ginger Biscuit Cologne (2023),Jo Malone London,바닐라,base
87708,Ginger Biscuit Cologne (2023),Jo Malone London,통카빈,base
46187,English Oak & Hazelnut,Jo Malone London,헤이즐넛,top
46187,English Oak & Hazelnut,Jo Malone London,시더,mid
46187,English Oak & Hazelnut,Jo Malone London,참나무,base
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,사이프러스,top
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,우디 노트,mid
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,포도 덩굴,base
2280,Blue Agava & Cacao,Jo Malone London,카다멈,top
2280,Blue Agava & Cacao,Jo Malone London,라임 (린덴) 꽃,top
2280,Blue Agava & Cacao,Jo Malone London,자몽,top
2280,Blue Agava & Cacao,Jo Malone London,레드 베리,top
2280,Blue Agava & Cacao,Jo Malone London,오키드,mid
2280,Blue Agava & Cacao,Jo Malone London,릴리,mid
2280,Blue Agava & Cacao,Jo Malone London,제라늄,mid
2280,Blue Agava & Cacao,Jo Malone London,카카오,base
2280,Blue Agava & Cacao,Jo Malone London,바닐라 포드,base
2280,Blue Agava & Cacao,Jo Malone London,시나몬,base
2280,Blue Agava & Cacao,Jo Malone London,베티버,base
2280,Blue Agava & Cacao,Jo Malone London,머스크,base
51266,Honeysuckle & Davana,Jo Malone London,다바나,top
51266,Honeysuckle & Davana,Jo Malone London,인동덩굴,mid
51266,Honeysuckle & Davana,Jo Malone London,로즈,mid
51266,Honeysuckle & Davana,Jo Malone London,이끼,base
58393,Vetiver & Golden Vanilla,Jo Malone London,바닐라,top
58393,Vetiver & Golden Vanilla,Jo Malone London,베티버,mid
58393,Vetiver & Golden Vanilla,Jo Malone London,카다멈,base
58393,Vetiver & Golden Vanilla,Jo Malone London,차,base
58393,Vetiver & Golden Vanilla,Jo Malone London,자몽,base
61929,Fig & Lotus Flower,Jo Malone London,무화과 잎,top
61929,Fig & Lotus Flower,Jo Malone London,연꽃,mid
61929,Fig & Lotus Flower,Jo Malone London,베티버,base
49714,Jasmine Sambac & Marigold,Jo Malone London,메리골드,top
49714,Jasmine Sambac & Marigold,Jo Malone London,재스민 삼박,mid
49714,Jasmine Sambac & Marigold,Jo Malone London,일랑일랑,mid
49714,Jasmine Sambac & Marigold,Jo Malone London,꿀,mid
49714,Jasmine Sambac & Marigold,Jo Malone London,벤조인,base
78952,Chamo,Tamburins,데이지,top
78952,Chamo,Tamburins,클라리 세이지,top
78952,Chamo,Tamburins,워터 노트,mid
78952,Chamo,Tamburins,사이프리올 오일 / 나가르모타,mid
78952,Chamo,Tamburins,머스크,base
78952,Chamo,Tamburins,화이트 우드,base
78952,Chamo,Tamburins,앰버,base
78957,White Darjeeling,Tamburins,샴페인,top
78957,White Darjeeling,Tamburins,블랙 티,mid
78957,White Darjeeling,Tamburins,복숭아,mid
78957,White Darjeeling,Tamburins,머스크,base
78957,White Darjeeling,Tamburins,샌달우드,base
108962,Pumkini,Tamburins,시소,top
108962,Pumkini,Tamburins,호박,top
108962,Pumkini,Tamburins,코코넛 밀크,mid
108962,Pumkini,Tamburins,샌달우드,mid
108962,Pumkini,Tamburins,생강,base
108962,Pumkini,Tamburins,블러드 오렌지,base
94190,Holy Metal,Tamburins,사이프러스,top
94190,Holy Metal,Tamburins,세이지,top
94190,Holy Metal,Tamburins,메탈릭 노트,mid
94190,Holy Metal,Tamburins,인센스,mid
94190,Holy Metal,Tamburins,우디 노트,base
94190,Holy Metal,Tamburins,화이트 머스크,base
78953,Berga Sandal,Tamburins,베르가못,top
78953,Berga Sandal,Tamburins,라임,top
78953,Berga Sandal,Tamburins,카다멈,top
78953,Berga Sandal,Tamburins,오이,mid
78953,Berga Sandal,Tamburins,아틀라스 시더,mid
78953,Berga Sandal,Tamburins,사이프리올 오일 / 나가르모타,mid
78953,Berga Sandal,Tamburins,샌달우드,base
78953,Berga Sandal,Tamburins,아미리스,base
78953,Berga Sandal,Tamburins,레더,base
78959,Lale,Tamburins,유칼립투스,top
78959,Lale,Tamburins,사과,top
78959,Lale,Tamburins,베르가못,top
78959,Lale,Tamburins,튤립,mid
78959,Lale,Tamburins,미모사,mid
78959,Lale,Tamburins,바닷물,mid
78959,Lale,Tamburins,머스크,base
78959,Lale,Tamburins,코코넛,base
78959,Lale,Tamburins,레더,base
78959,Lale,Tamburins,샌달우드,base
112830,Blue Hinoki,Tamburins,베르가못,top
112830,Blue Hinoki,Tamburins,소나무,top
112830,Blue Hinoki,Tamburins,히비스커스,top
112830,Blue Hinoki,Tamburins,아쿠아틱 노트,mid
112830,Blue Hinoki,Tamburins,히노키,mid
112830,Blue Hinoki,Tamburins,시더,base
112830,Blue Hinoki,Tamburins,유목,base
112830,Blue Hinoki,Tamburins,올리바넘,base
78955,Bilingual,Tamburins,오렌지 꽃,top
78955,Bilingual,Tamburins,마시멜로,top
78955,Bilingual,Tamburins,타바코,mid
78955,Bilingual,Tamburins,통카빈,mid
78955,Bilingual,Tamburins,머스크,base
120636,Puppy,Tamburins,캐모마일,top
120636,Puppy,Tamburins,우디 노트,top
120636,Puppy,Tamburins,너티 노트,mid
120636,Puppy,Tamburins,암브록스 수퍼,mid
120636,Puppy,Tamburins,샌달우드,base
120636,Puppy,Tamburins,바닐라,base
120636,Puppy,Tamburins,곡물,base
120636,Puppy,Tamburins,알데하이드,base
78958,Haystacks,Tamburins,주니퍼,top
78958,Haystacks,Tamburins,핑크 페퍼,top
78958,Haystacks,Tamburins,헬리오트로프,mid
78958,Haystacks,Tamburins,화이트 로즈,mid
78958,Haystacks,Tamburins,시클라멘,mid
78958,Haystacks,Tamburins,럼,base
78958,Haystacks,Tamburins,앰버,base
78958,Haystacks,Tamburins,패출리,base
78958,Haystacks,Tamburins,통카빈,base
78956,Suede Pear,Tamburins,배,top
78956,Suede Pear,Tamburins,갈바넘,top
78956,Suede Pear,Tamburins,위스키,top
78956,Suede Pear,Tamburins,스웨이드,mid
78956,Suede Pear,Tamburins,앰버,base
78956,Suede Pear,Tamburins,머스크,base
78956,Suede Pear,Tamburins,사이프리올 오일 / 나가르모타,base
78956,Suede Pear,Tamburins,통카빈,base
78961,Unknown Oud,Tamburins,유칼립투스,top
78961,Unknown Oud,Tamburins,라벤더,top
78961,Unknown Oud,Tamburins,라즈베리,mid
78961,Unknown Oud,Tamburins,레더,mid
78961,Unknown Oud,Tamburins,침향 (우드),base
78961,Unknown Oud,Tamburins,패출리,base
78961,Unknown Oud,Tamburins,앰버,base
78954,"Thaw, Sunset",Tamburins,당근씨,top
78954,"Thaw, Sunset",Tamburins,피멘토,top
78954,"Thaw, Sunset",Tamburins,오렌지,top
78954,"Thaw, Sunset",Tamburins,통카빈,mid
78954,"Thaw, Sunset",Tamburins,바닐라,base
78954,"Thaw, Sunset",Tamburins,패출리,base
78954,"Thaw, Sunset",Tamburins,샌달우드,base
78954,"Thaw, Sunset",Tamburins,머스크,base
112959,Evening Glow,Tamburins,딜,top
112959,Evening Glow,Tamburins,레몬,top
112959,Evening Glow,Tamburins,로즈,mid
112959,Evening Glow,Tamburins,라즈베리,mid
112959,Evening Glow,Tamburins,패출리,base
112959,Evening Glow,Tamburins,머스크,base
112959,Evening Glow,Tamburins,사이프리올,base
78960,French Needle,Tamburins,핑크 페퍼,top
78960,French Needle,Tamburins,엘레미,top
78960,French Needle,Tamburins,올리바넘,mid
78960,French Needle,Tamburins,사이프리올 오일 / 나가르모타,mid
78960,French Needle,Tamburins,아이리스,mid
78960,French Needle,Tamburins,히노키,base
78960,French Needle,Tamburins,소나무 바늘잎,base
78960,French Needle,Tamburins,시더,base
120637,Sunshine,Tamburins,안젤리카,top
120637,Sunshine,Tamburins,알데하이드,mid
120637,Sunshine,Tamburins,머스크,base
120637,Sunshine,Tamburins,은방울꽃,base
123204,Bottari,Tamburins,아키갈라우드,top
123204,Bottari,Tamburins,암브록산,mid
123204,Bottari,Tamburins,암브레트,mid
123204,Bottari,Tamburins,용연향,base
123204,Bottari,Tamburins,머스크,base
123204,Bottari,Tamburins,이끼,base
125268,Late Autumn,Tamburins,비터 오렌지,top
125268,Late Autumn,Tamburins,갈바넘,top
125268,Late Autumn,Tamburins,쑥,mid
125268,Late Autumn,Tamburins,머스크,base
125268,Late Autumn,Tamburins,시더우드,base
125271,Wood Salt Beach,Tamburins,베르가못,top
125271,Wood Salt Beach,Tamburins,마린 노트,mid
125271,Wood Salt Beach,Tamburins,씨 솔트,mid
125271,Wood Salt Beach,Tamburins,암브레트,mid
125271,Wood Salt Beach,Tamburins,시더우드,base
125271,Wood Salt Beach,Tamburins,머스크,base
125271,Wood Salt Beach,Tamburins,앰버,base
125269,Bather in the Lake,Tamburins,클라리 세이지,top
125269,Bather in the Lake,Tamburins,라벤더,top
125269,Bather in the Lake,Tamburins,아르테미시아,mid
125269,Bather in the Lake,Tamburins,인센스,mid
125269,Bather in the Lake,Tamburins,물,mid
125269,Bather in the Lake,Tamburins,앰버,base
125269,Bather in the Lake,Tamburins,머스크,base
125269,Bather in the Lake,Tamburins,이끼,base
125270,Brown,Tamburins,올리바넘,top
125270,Brown,Tamburins,풀,top
125270,Brown,Tamburins,로즈,mid
125270,Brown,Tamburins,마호가니,mid
125270,Brown,Tamburins,패출리,base
125270,Brown,Tamburins,앰버,base
3865,Philosykos Eau de Parfum,Diptyque,무화과 잎,top
3865,Philosykos Eau de Parfum,Diptyque,무화과,top
3865,Philosykos Eau de Parfum,Diptyque,그린 노트,mid
3865,Philosykos Eau de Parfum,Diptyque,코코넛,mid
3865,Philosykos Eau de Parfum,Diptyque,무화과 나무,base
3865,Philosykos Eau de Parfum,Diptyque,우디 노트,base
3865,Philosykos Eau de Parfum,Diptyque,시더,base
9241,Eau Duelle Eau de Toilette,Diptyque,버번 바닐라,top
9241,Eau Duelle Eau de Toilette,Diptyque,엘레미 수지,top
9241,Eau Duelle Eau de Toilette,Diptyque,주니퍼,top
9241,Eau Duelle Eau de Toilette,Diptyque,카다멈,mid
9241,Eau Duelle Eau de Toilette,Diptyque,핑크 페퍼,mid
9241,Eau Duelle Eau de Toilette,Diptyque,올리바넘,mid
9241,Eau Duelle Eau de Toilette,Diptyque,블랙 티,base
9241,Eau Duelle Eau de Toilette,Diptyque,베르가못,base
9241,Eau Duelle Eau de Toilette,Diptyque,용연향,base
9241,Eau Duelle Eau de Toilette,Diptyque,머스크,base
9241,Eau Duelle Eau de Toilette,Diptyque,사프란,base
78658,L'Eau Papier,Diptyque,화이트 머스크,top
78658,L'Eau Papier,Diptyque,참깨,mid
78658,L'Eau Papier,Diptyque,미모사,base
78658,L'Eau Papier,Diptyque,우디 노트,base
65738,Orphéon Eau de Parfum,Diptyque,주니퍼 베리,top
65738,Orphéon Eau de Parfum,Diptyque,재스민,mid
65738,Orphéon Eau de Parfum,Diptyque,파우더리 노트,base
65738,Orphéon Eau de Parfum,Diptyque,시더,base
65738,Orphéon Eau de Parfum,Diptyque,통카빈,base
48681,Fleur de Peau Eau de Parfum,Diptyque,알데하이드,top
48681,Fleur de Peau Eau de Parfum,Diptyque,핑크 페퍼,top
48681,Fleur de Peau Eau de Parfum,Diptyque,안젤리카,top
48681,Fleur de Peau Eau de Parfum,Diptyque,베르가못,top
48681,Fleur de Peau Eau de Parfum,Diptyque,아이리스,mid
48681,Fleur de Peau Eau de Parfum,Diptyque,터키 로즈,mid
48681,Fleur de Peau Eau de Parfum,Diptyque,머스크,base
48681,Fleur de Peau Eau de Parfum,Diptyque,암브레트 (머스크 맬로우),base
48681,Fleur de Peau Eau de Parfum,Diptyque,당근,base
48681,Fleur de Peau Eau de Parfum,Diptyque,용연향,base
48681,Fleur de Peau Eau de Parfum,Diptyque,샌달우드,base
48681,Fleur de Peau Eau de Parfum,Diptyque,레더,base
48681,Fleur de Peau Eau de Parfum,Diptyque,앰버우드,base
49100,Eau Duelle Eau de Parfum,Diptyque,버번 바닐라,top
49100,Eau Duelle Eau de Parfum,Diptyque,인센스,mid
49100,Eau Duelle Eau de Parfum,Diptyque,사이프리올 오일 / 나가르모타,base
49100,Eau Duelle Eau de Parfum,Diptyque,핑크 페퍼,base
6501,Do Son Eau de Toilette,Diptyque,아프리카 오렌지 꽃,top
6501,Do Son Eau de Toilette,Diptyque,아이리스,top
6501,Do Son Eau de Toilette,Diptyque,로즈,top
6501,Do Son Eau de Toilette,Diptyque,튜베로즈,mid
6501,Do Son Eau de Toilette,Diptyque,핑크 페퍼,mid
6501,Do Son Eau de Toilette,Diptyque,머스크,base
6501,Do Son Eau de Toilette,Diptyque,벤조인,base
3956,Tam Dao Eau de Toilette,Diptyque,이탈리안 사이프러스,top
3956,Tam Dao Eau de Toilette,Diptyque,머틀,top
3956,Tam Dao Eau de Toilette,Diptyque,로즈,top
3956,Tam Dao Eau de Toilette,Diptyque,샌달우드,mid
3956,Tam Dao Eau de Toilette,Diptyque,시더,mid
3956,Tam Dao Eau de Toilette,Diptyque,브라질 로즈우드,base
3956,Tam Dao Eau de Toilette,Diptyque,스파이스,base
3956,Tam Dao Eau de Toilette,Diptyque,앰버,base
3956,Tam Dao Eau de Toilette,Diptyque,화이트 머스크,base
49104,Tam Dao Eau de Parfum,Diptyque,샌달우드,top
49104,Tam Dao Eau de Parfum,Diptyque,시더,top
49104,Tam Dao Eau de Parfum,Diptyque,앰버우드,mid
49104,Tam Dao Eau de Parfum,Diptyque,고수,mid
49104,Tam Dao Eau de Parfum,Diptyque,머스크,base
49104,Tam Dao Eau de Parfum,Diptyque,라임,base
49104,Tam Dao Eau de Parfum,Diptyque,바닐라,base
49104,Tam Dao Eau de Parfum,Diptyque,생강,base
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,카시스,top
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,로즈,top
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,블랙 커런트 잎,mid
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,블랙 커런트,mid
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,베르가못,base
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,용연향,base
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,머스크,base
