향수ID,향수명,브랜드명,노트명,구분
6094,L'Homme,Lanvin,바닐라,base
6094,L'Homme,Lanvin,앰버,base
32019,Eclat de Fleurs,Lanvin,배,top
32019,Eclat de Fleurs,Lanvin,프리지아,mid
32019,Eclat de Fleurs,Lanvin,재스민,mid
32019,Eclat de Fleurs,Lanvin,로즈,mid
32019,Eclat de Fleurs,Lanvin,화이트 머스크,base
32019,Eclat de Fleurs,Lanvin,샌달우드,base
12625,Eclat d'Arpege Perles,Lanvin,라일락,top
12625,Eclat d'Arpege Perles,Lanvin,아말피 레몬,top
12625,Eclat d'Arpege Perles,Lanvin,차,mid
12625,Eclat d'Arpege Perles,Lanvin,모란,mid
12625,Eclat d'Arpege Perles,Lanvin,복숭아 꽃,mid
12625,Eclat d'Arpege Perles,Lanvin,머스크,base
12625,Eclat d'Arpege Perles,Lanvin,앰버,base
12625,Eclat d'Arpege Perles,Lanvin,버지니아 시더,base
14704,Jeanne Lanvin Couture,Lanvin,라즈베리,top
14704,Jeanne Lanvin Couture,Lanvin,바이올렛 잎,top
14704,Jeanne Lanvin Couture,Lanvin,워터 노트,top
14704,Jeanne Lanvin Couture,Lanvin,모란,mid
14704,Jeanne Lanvin Couture,Lanvin,목련,mid
14704,Jeanne Lanvin Couture,Lanvin,시더,base
14704,Jeanne Lanvin Couture,Lanvin,머스크,base
17701,Me,Lanvin,블루베리,top
17701,Me,Lanvin,만다린 오렌지,top
17701,Me,Lanvin,감초,mid
17701,Me,Lanvin,튜베로즈,mid
17701,Me,Lanvin,로즈,mid
17701,Me,Lanvin,샌달우드,base
29536,Eclat d'Arpege Pour Homme,Lanvin,만다린 오렌지,top
29536,Eclat d'Arpege Pour Homme,Lanvin,라임,top
29536,Eclat d'Arpege Pour Homme,Lanvin,베르가못,top
29536,Eclat d'Arpege Pour Homme,Lanvin,바이올렛 잎,mid
29536,Eclat d'Arpege Pour Homme,Lanvin,재스민,mid
29536,Eclat d'Arpege Pour Homme,Lanvin,로즈마리,mid
29536,Eclat d'Arpege Pour Homme,Lanvin,머스크,base
29536,Eclat d'Arpege Pour Homme,Lanvin,시더,base
29536,Eclat d'Arpege Pour Homme,Lanvin,샌달우드,base
5717,L'Homme Sport,Lanvin,아말피 레몬,top
5717,L'Homme Sport,Lanvin,베르가못,top
5717,L'Homme Sport,Lanvin,페퍼,top
5717,L'Homme Sport,Lanvin,쁘띠그레인,top
5717,L'Homme Sport,Lanvin,세이지,mid
5717,L'Homme Sport,Lanvin,라벤더,mid
5717,L'Homme Sport,Lanvin,오크모스,base
5717,L'Homme Sport,Lanvin,인도네시아 패출리 잎,base
5717,L'Homme Sport,Lanvin,머스크,base
991,Oxygene Homme,Lanvin,사이프러스,top
991,Oxygene Homme,Lanvin,전나무 수지,top
991,Oxygene Homme,Lanvin,고수,top
991,Oxygene Homme,Lanvin,아르테미시아,top
991,Oxygene Homme,Lanvin,주니퍼,mid
991,Oxygene Homme,Lanvin,머틀,mid
991,Oxygene Homme,Lanvin,시더,base
991,Oxygene Homme,Lanvin,화이트 머스크,base
14,Arpege Pour Homme,Lanvin,핑크 페퍼,top
14,Arpege Pour Homme,Lanvin,비터 오렌지,top
14,Arpege Pour Homme,Lanvin,네롤리,top
14,Arpege Pour Homme,Lanvin,만다린 오렌지,top
14,Arpege Pour Homme,Lanvin,아이리스,mid
14,Arpege Pour Homme,Lanvin,넛멕,mid
14,Arpege Pour Homme,Lanvin,재스민,mid
14,Arpege Pour Homme,Lanvin,바닐라,base
14,Arpege Pour Homme,Lanvin,통카빈,base
14,Arpege Pour Homme,Lanvin,샌달우드,base
14,Arpege Pour Homme,Lanvin,패출리,base
9110,Eclat d'Arpege,Lanvin,그린 라일락,top
9110,Eclat d'Arpege,Lanvin,쁘띠그레인,top
9110,Eclat d'Arpege,Lanvin,녹차,mid
9110,Eclat d'Arpege,Lanvin,복숭아 꽃,mid
9110,Eclat d'Arpege,Lanvin,레드 모란,mid
9110,Eclat d'Arpege,Lanvin,등나무,mid
9110,Eclat d'Arpege,Lanvin,중국 목서,mid
9110,Eclat d'Arpege,Lanvin,머스크,base
9110,Eclat d'Arpege,Lanvin,시더,base
9110,Eclat d'Arpege,Lanvin,앰버,base
50213,Éclat de Nuit,Lanvin,블랙 커런트,top
50213,Éclat de Nuit,Lanvin,레드 애플,top
50213,Éclat de Nuit,Lanvin,레몬,top
50213,Éclat de Nuit,Lanvin,프리지아,mid
50213,Éclat de Nuit,Lanvin,밤의 여인 꽃,mid
50213,Éclat de Nuit,Lanvin,오렌지 꽃,mid
50213,Éclat de Nuit,Lanvin,재스민,mid
50213,Éclat de Nuit,Lanvin,프랄린,base
50213,Éclat de Nuit,Lanvin,바닐라,base
50213,Éclat de Nuit,Lanvin,샌달우드,base
9074,Jeanne Lanvin My Sin,Lanvin,알데하이드,top
9074,Jeanne Lanvin My Sin,Lanvin,네롤리,top
9074,Jeanne Lanvin My Sin,Lanvin,클라리 세이지,top
9074,Jeanne Lanvin My Sin,Lanvin,베르가못,top
9074,Jeanne Lanvin My Sin,Lanvin,아말피 레몬,top
9074,Jeanne Lanvin My Sin,Lanvin,재스민,mid
9074,Jeanne Lanvin My Sin,Lanvin,오리스 루트,mid
9074,Jeanne Lanvin My Sin,Lanvin,수선화,mid
9074,Jeanne Lanvin My Sin,Lanvin,일랑일랑,mid
9074,Jeanne Lanvin My Sin,Lanvin,로즈,mid
9074,Jeanne Lanvin My Sin,Lanvin,정향,mid
9074,Jeanne Lanvin My Sin,Lanvin,라일락,mid
9074,Jeanne Lanvin My Sin,Lanvin,은방울꽃,mid
9074,Jeanne Lanvin My Sin,Lanvin,시베타,base
9074,Jeanne Lanvin My Sin,Lanvin,머스크,base
9074,Jeanne Lanvin My Sin,Lanvin,스티락스,base
9074,Jeanne Lanvin My Sin,Lanvin,우디 노트,base
9074,Jeanne Lanvin My Sin,Lanvin,톨루 발삼,base
9074,Jeanne Lanvin My Sin,Lanvin,베티버,base
9074,Jeanne Lanvin My Sin,Lanvin,바닐라,base
69741,Blue Orchid,Lanvin,사과,top
69741,Blue Orchid,Lanvin,레몬,top
69741,Blue Orchid,Lanvin,아이리스,mid
69741,Blue Orchid,Lanvin,오키드,mid
69741,Blue Orchid,Lanvin,머스크,base
69741,Blue Orchid,Lanvin,통카빈,base
74805,Éclat d'Arpège Mon Éclat,Lanvin,알로에 베라,top
74805,Éclat d'Arpège Mon Éclat,Lanvin,베르가못,top
74805,Éclat d'Arpège Mon Éclat,Lanvin,살구,mid
74805,Éclat d'Arpège Mon Éclat,Lanvin,재스민,mid
74805,Éclat d'Arpège Mon Éclat,Lanvin,로즈,mid
74805,Éclat d'Arpège Mon Éclat,Lanvin,화이트 머스크,base
74805,Éclat d'Arpège Mon Éclat,Lanvin,샌달우드,base
63095,Éclat d'Arpège Sheer,Lanvin,연잎,top
63095,Éclat d'Arpège Sheer,Lanvin,피타야,top
63095,Éclat d'Arpège Sheer,Lanvin,만다린 오렌지,top
63095,Éclat d'Arpège Sheer,Lanvin,은방울꽃,mid
63095,Éclat d'Arpège Sheer,Lanvin,모란,mid
63095,Éclat d'Arpège Sheer,Lanvin,물 재스민,mid
63095,Éclat d'Arpège Sheer,Lanvin,화이트 머스크,base
63095,Éclat d'Arpège Sheer,Lanvin,시더,base
63095,Éclat d'Arpège Sheer,Lanvin,앰버,base
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,자몽,top
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,베르가못,top
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,시트론,top
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,레몬,top
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,무화과 넥타르,mid
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,재스민,mid
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,핑크 페퍼,mid
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,무화과 나무,base
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,시더,base
1687,Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,벤조인,base
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,그린 아몬드,top
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,팔각,top
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,오렌지,top
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,베르가못,top
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,백도,mid
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,일랑일랑,mid
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,재스민,mid
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,버번 바닐라,base
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,톨루 발삼,base
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,화이트 머스크,base
1688,Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,시더,base
9829,Essenza di Colonia,Acqua di Parma,네롤리,top
9829,Essenza di Colonia,Acqua di Parma,베르가못,top
9829,Essenza di Colonia,Acqua di Parma,자몽,top
9829,Essenza di Colonia,Acqua di Parma,재스민,top
9829,Essenza di Colonia,Acqua di Parma,쁘띠그레인,top
9829,Essenza di Colonia,Acqua di Parma,오렌지,mid
9829,Essenza di Colonia,Acqua di Parma,머스크,mid
9829,Essenza di Colonia,Acqua di Parma,만다린 오렌지,mid
9829,Essenza di Colonia,Acqua di Parma,베티버,mid
9829,Essenza di Colonia,Acqua di Parma,로즈마리,mid
9829,Essenza di Colonia,Acqua di Parma,오크모스,base
9829,Essenza di Colonia,Acqua di Parma,로즈,base
9829,Essenza di Colonia,Acqua di Parma,은방울꽃,base
9829,Essenza di Colonia,Acqua di Parma,세이지,base
9829,Essenza di Colonia,Acqua di Parma,패출리,base
9829,Essenza di Colonia,Acqua di Parma,정향,base
9829,Essenza di Colonia,Acqua di Parma,앰버,base
1681,Colonia,Acqua di Parma,시칠리아 시트러스,top
1681,Colonia,Acqua di Parma,라벤더,top
1681,Colonia,Acqua di Parma,레몬 버베나,top
1681,Colonia,Acqua di Parma,로즈마리,top
1681,Colonia,Acqua di Parma,화이트 머스크,mid
1681,Colonia,Acqua di Parma,베티버,mid
1681,Colonia,Acqua di Parma,불가리안 로즈,mid
1681,Colonia,Acqua di Parma,재스민,mid
1681,Colonia,Acqua di Parma,샌달우드,base
1681,Colonia,Acqua di Parma,패출리,base
1681,Colonia,Acqua di Parma,앰버,base
1681,Colonia,Acqua di Parma,버베인,base
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,오렌지,top
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,시칠리아 만다린,top
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,베르가못,top
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,레몬,top
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,쁘띠그레인,mid
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,카다멈,mid
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,캐러멜,base
1685,Blu Mediterraneo Arancia di Capri,Acqua di Parma,머스크,base
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,머틀,top
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,레몬,top
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,베르가못,top
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,바질,top
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,씨 노트,mid
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,재스민,mid
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,로즈,mid
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,주니퍼,base
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,시더,base
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,마스틱 / 렌티스크,base
3108,Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,앰버,base
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,베르가못,top
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,시트론,top
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,생강,mid
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,시더,mid
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,꽃,mid
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,베티버,base
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,머스크,base
7826,Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,벤조인,base
6483,Magnolia Nobile,Acqua di Parma,시트론,top
6483,Magnolia Nobile,Acqua di Parma,레몬,top
6483,Magnolia Nobile,Acqua di Parma,베르가못,top
6483,Magnolia Nobile,Acqua di Parma,목련,mid
6483,Magnolia Nobile,Acqua di Parma,재스민,mid
6483,Magnolia Nobile,Acqua di Parma,로즈,mid
6483,Magnolia Nobile,Acqua di Parma,튜베로즈,mid
6483,Magnolia Nobile,Acqua di Parma,베티버,base
6483,Magnolia Nobile,Acqua di Parma,샌달우드,base
6483,Magnolia Nobile,Acqua di Parma,패출리,base
6483,Magnolia Nobile,Acqua di Parma,바닐라,base
1684,Colonia Intensa,Acqua di Parma,칼라브리아 베르가못,top
1684,Colonia Intensa,Acqua di Parma,생강,top
1684,Colonia Intensa,Acqua di Parma,카다멈,top
1684,Colonia Intensa,Acqua di Parma,시칠리아 레몬,top
1684,Colonia Intensa,Acqua di Parma,네롤리,mid
1684,Colonia Intensa,Acqua di Parma,아르테미시아,mid
1684,Colonia Intensa,Acqua di Parma,머틀,mid
1684,Colonia Intensa,Acqua di Parma,레더,base
1684,Colonia Intensa,Acqua di Parma,시더,base
1684,Colonia Intensa,Acqua di Parma,벤조인,base
1684,Colonia Intensa,Acqua di Parma,머스크,base
1684,Colonia Intensa,Acqua di Parma,패출리,base
55998,Oud Eau de Parfum,Acqua di Parma,오렌지,top
55998,Oud Eau de Parfum,Acqua di Parma,칼라브리아 베르가못,top
55998,Oud Eau de Parfum,Acqua di Parma,침향 (우드),mid
55998,Oud Eau de Parfum,Acqua di Parma,아미리스,mid
55998,Oud Eau de Parfum,Acqua di Parma,고수,mid
55998,Oud Eau de Parfum,Acqua di Parma,레더,base
55998,Oud Eau de Parfum,Acqua di Parma,샌달우드,base
55998,Oud Eau de Parfum,Acqua di Parma,시더,base
55998,Oud Eau de Parfum,Acqua di Parma,머스크,base
55998,Oud Eau de Parfum,Acqua di Parma,패출리,base
1564,Iris Nobile,Acqua di Parma,아이리스,top
1564,Iris Nobile,Acqua di Parma,팔각,top
1564,Iris Nobile,Acqua di Parma,베르가못,top
1564,Iris Nobile,Acqua di Parma,만다린 오렌지,top
1564,Iris Nobile,Acqua di Parma,오렌지,top
1564,Iris Nobile,Acqua di Parma,튜베로즈,mid
1564,Iris Nobile,Acqua di Parma,오렌지 꽃,mid
1564,Iris Nobile,Acqua di Parma,미모사,mid
1564,Iris Nobile,Acqua di Parma,일랑일랑,mid
1564,Iris Nobile,Acqua di Parma,히비스커스,mid
1564,Iris Nobile,Acqua di Parma,시더,mid
1564,Iris Nobile,Acqua di Parma,바닐라,base
1564,Iris Nobile,Acqua di Parma,앰버,base
31424,Colonia Club,Acqua di Parma,민트,top
31424,Colonia Club,Acqua di Parma,베르가못,top
31424,Colonia Club,Acqua di Parma,네롤리,top
31424,Colonia Club,Acqua di Parma,레몬,top
31424,Colonia Club,Acqua di Parma,쁘띠그레인,top
31424,Colonia Club,Acqua di Parma,만다린 오렌지,top
31424,Colonia Club,Acqua di Parma,라벤더,mid
31424,Colonia Club,Acqua di Parma,제라늄,mid
31424,Colonia Club,Acqua di Parma,갈바넘,mid
31424,Colonia Club,Acqua di Parma,아이티 베티버,base
31424,Colonia Club,Acqua di Parma,용연향,base
31424,Colonia Club,Acqua di Parma,머스크,base
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,브라질 오렌지,top
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,라즈베리,top
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,시칠리아 레몬,top
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,로즈,mid
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,쁘띠그레인 파라과이,mid
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,레드 타임,mid
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,인동덩굴,mid
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,레더,base
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,과이악 우드,base
25349,Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,아틀라스 시더,base
26577,Rosa Nobile,Acqua di Parma,만다린 오렌지,top
26577,Rosa Nobile,Acqua di Parma,베르가못,top
26577,Rosa Nobile,Acqua di Parma,페퍼,top
26577,Rosa Nobile,Acqua di Parma,로즈,mid
26577,Rosa Nobile,Acqua di Parma,모란,mid
26577,Rosa Nobile,Acqua di Parma,바이올렛,mid
26577,Rosa Nobile,Acqua di Parma,은방울꽃,mid
26577,Rosa Nobile,Acqua di Parma,머스크,base
26577,Rosa Nobile,Acqua di Parma,시더,base
26577,Rosa Nobile,Acqua di Parma,용연향,base
45876,Colonia Pura,Acqua di Parma,오조닉 노트,top
45876,Colonia Pura,Acqua di Parma,베르가못,top
45876,Colonia Pura,Acqua di Parma,오렌지,top
45876,Colonia Pura,Acqua di Parma,쁘띠그레인,top
45876,Colonia Pura,Acqua di Parma,수선화,mid
45876,Colonia Pura,Acqua di Parma,재스민 삼박,mid
45876,Colonia Pura,Acqua di Parma,고수,mid
45876,Colonia Pura,Acqua di Parma,화이트 머스크,base
45876,Colonia Pura,Acqua di Parma,시더,base
45876,Colonia Pura,Acqua di Parma,패출리,base
103426,Buongiorno,Acqua di Parma,스피어민트,top
103426,Buongiorno,Acqua di Parma,바질,top
103426,Buongiorno,Acqua di Parma,레몬,top
103426,Buongiorno,Acqua di Parma,쁘띠그레인,top
103426,Buongiorno,Acqua di Parma,로즈마리,top
103426,Buongiorno,Acqua di Parma,만다린 잎,mid
103426,Buongiorno,Acqua di Parma,야생 라벤더,mid
103426,Buongiorno,Acqua di Parma,화이트 머스크,base
103426,Buongiorno,Acqua di Parma,시더우드,base
103426,Buongiorno,Acqua di Parma,앰버,base
40154,Peonia Nobile,Acqua di Parma,모란,top
40154,Peonia Nobile,Acqua di Parma,터키 로즈,top
40154,Peonia Nobile,Acqua di Parma,라즈베리,top
40154,Peonia Nobile,Acqua di Parma,제라늄,mid
40154,Peonia Nobile,Acqua di Parma,패출리,mid
40154,Peonia Nobile,Acqua di Parma,블랙 페퍼,mid
40154,Peonia Nobile,Acqua di Parma,머스크,base
40154,Peonia Nobile,Acqua di Parma,프리지아,base
40154,Peonia Nobile,Acqua di Parma,앰버,base
39468,Colonia Oud,Acqua di Parma,칼라브리아 베르가못,top
39468,Colonia Oud,Acqua di Parma,이탈리안 오렌지,top
39468,Colonia Oud,Acqua di Parma,침향 (우드),mid
39468,Colonia Oud,Acqua di Parma,아미리스,mid
39468,Colonia Oud,Acqua di Parma,고수,mid
39468,Colonia Oud,Acqua di Parma,레더,base
39468,Colonia Oud,Acqua di Parma,아틀라스 시더,base
39468,Colonia Oud,Acqua di Parma,샌달우드,base
39468,Colonia Oud,Acqua di Parma,머스크,base
39468,Colonia Oud,Acqua di Parma,인도네시아 패출리 잎,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,로즈마리,top
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,바질,top
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,세이지,top
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,자몽,top
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,쁘띠그레인,top
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,소나무,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,라벤더,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,고수,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,카다멈,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,재스민,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,은방울꽃,mid
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,사이프러스,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,실버 파인,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,베티버,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,오크모스,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,시더,base
1686,Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,패출리,base
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,주니퍼,top
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,올스파이스,top
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,페퍼,top
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,넛멕,top
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,베르가못,top
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,사이프러스,mid
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,세이지,mid
23851,Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,버지니아 시더,base
92455,Mandarino di Sicilia,Acqua di Parma,그린 만다린,top
92455,Mandarino di Sicilia,Acqua di Parma,블러드 오렌지,top
92455,Mandarino di Sicilia,Acqua di Parma,베르가못,top
92455,Mandarino di Sicilia,Acqua di Parma,레몬,top
92455,Mandarino di Sicilia,Acqua di Parma,쁘띠그레인,mid
92455,Mandarino di Sicilia,Acqua di Parma,스피어민트,mid
92455,Mandarino di Sicilia,Acqua di Parma,머스크,base
92455,Mandarino di Sicilia,Acqua di Parma,시더,base
92455,Mandarino di Sicilia,Acqua di Parma,패출리,base
1682,Colonia Assoluta,Acqua di Parma,비터 오렌지,top
1682,Colonia Assoluta,Acqua di Parma,베르가못,top
1682,Colonia Assoluta,Acqua di Parma,레몬 버베나,top
1682,Colonia Assoluta,Acqua di Parma,스위트 오렌지,top
1682,Colonia Assoluta,Acqua di Parma,일랑일랑,mid
1682,Colonia Assoluta,Acqua di Parma,베티버,mid
1682,Colonia Assoluta,Acqua di Parma,재스민,mid
1682,Colonia Assoluta,Acqua di Parma,시더,mid
1682,Colonia Assoluta,Acqua di Parma,핑크 페퍼,mid
1682,Colonia Assoluta,Acqua di Parma,카다멈,mid
1682,Colonia Assoluta,Acqua di Parma,파프리카,mid
1682,Colonia Assoluta,Acqua di Parma,오크모스,base
1682,Colonia Assoluta,Acqua di Parma,수지류,base
1682,Colonia Assoluta,Acqua di Parma,화이트 머스크,base
1682,Colonia Assoluta,Acqua di Parma,패출리,base
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,시트러스류,top
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,침향 (우드),mid
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,고수,mid
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,아미리스,mid
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,레더,base
15519,Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,머스크,base
55999,Leather Eau de Parfum,Acqua di Parma,라즈베리,top
55999,Leather Eau de Parfum,Acqua di Parma,브라질 오렌지,top
55999,Leather Eau de Parfum,Acqua di Parma,시칠리아 레몬,top
55999,Leather Eau de Parfum,Acqua di Parma,로즈,mid
55999,Leather Eau de Parfum,Acqua di Parma,레드 타임,mid
55999,Leather Eau de Parfum,Acqua di Parma,쁘띠그레인,mid
55999,Leather Eau de Parfum,Acqua di Parma,인동덩굴,mid
55999,Leather Eau de Parfum,Acqua di Parma,레더,base
55999,Leather Eau de Parfum,Acqua di Parma,과이악 우드,base
55999,Leather Eau de Parfum,Acqua di Parma,시더,base
48940,Chinotto di Liguria,Acqua di Parma,치노토,top
48940,Chinotto di Liguria,Acqua di Parma,만다린 오렌지,top
48940,Chinotto di Liguria,Acqua di Parma,로즈마리,mid
48940,Chinotto di Liguria,Acqua di Parma,재스민,mid
48940,Chinotto di Liguria,Acqua di Parma,제라늄,mid
48940,Chinotto di Liguria,Acqua di Parma,카다멈,mid
48940,Chinotto di Liguria,Acqua di Parma,머스크,base
48940,Chinotto di Liguria,Acqua di Parma,패출리,base
9828,Aventus,Creed,베르가못,top
9828,Aventus,Creed,블랙 커런트,top
9828,Aventus,Creed,사과,top
9828,Aventus,Creed,레몬,top
9828,Aventus,Creed,핑크 페퍼,top
9828,Aventus,Creed,파인애플,mid
9828,Aventus,Creed,패출리,mid
9828,Aventus,Creed,모로칸 재스민,mid
9828,Aventus,Creed,자작나무,base
9828,Aventus,Creed,머스크,base
9828,Aventus,Creed,오크모스,base
9828,Aventus,Creed,시더우드,base
9828,Aventus,Creed,암브록산,base
474,Green Irish Tweed,Creed,아이리스,top
474,Green Irish Tweed,Creed,버베인,top
474,Green Irish Tweed,Creed,바이올렛 잎,mid
474,Green Irish Tweed,Creed,용연향,base
474,Green Irish Tweed,Creed,샌달우드,base
472,Silver Mountain Water,Creed,베르가못,top
472,Silver Mountain Water,Creed,만다린 오렌지,top
472,Silver Mountain Water,Creed,녹차,mid
472,Silver Mountain Water,Creed,블랙 커런트,mid
472,Silver Mountain Water,Creed,머스크,base
472,Silver Mountain Water,Creed,쁘띠그레인,base
472,Silver Mountain Water,Creed,샌달우드,base
472,Silver Mountain Water,Creed,갈바넘,base
899,Virgin Island Water 2007,Creed,코코넛,top
899,Virgin Island Water 2007,Creed,라임,top
899,Virgin Island Water 2007,Creed,화이트 베르가못,top
899,Virgin Island Water 2007,Creed,시칠리아 만다린,top
899,Virgin Island Water 2007,Creed,생강,mid
899,Virgin Island Water 2007,Creed,일랑일랑,mid
899,Virgin Island Water 2007,Creed,인디안 재스민,mid
899,Virgin Island Water 2007,Creed,히비스커스,mid
899,Virgin Island Water 2007,Creed,화이트 럼,base
899,Virgin Island Water 2007,Creed,사탕수수,base
899,Virgin Island Water 2007,Creed,머스크,base
466,Millésime Impérial,Creed,씨 솔트,top
466,Millésime Impérial,Creed,프루티 노트,top
466,Millésime Impérial,Creed,시칠리아 레몬,mid
466,Millésime Impérial,Creed,베르가못,mid
466,Millésime Impérial,Creed,아이리스,mid
466,Millésime Impérial,Creed,만다린 오렌지,mid
466,Millésime Impérial,Creed,씨 노트,base
466,Millésime Impérial,Creed,머스크,base
466,Millésime Impérial,Creed,우디 노트,base
12317,Royal Oud,Creed,핑크 페퍼,top
12317,Royal Oud,Creed,레몬,top
12317,Royal Oud,Creed,시칠리아 베르가못,top
12317,Royal Oud,Creed,시더,mid
12317,Royal Oud,Creed,안젤리카,mid
12317,Royal Oud,Creed,갈바넘,mid
12317,Royal Oud,Creed,샌달우드,base
12317,Royal Oud,Creed,침향 (우드),base
12317,Royal Oud,Creed,머스크,base
41698,Viking,Creed,핑크 페퍼,top
41698,Viking,Creed,페퍼민트,top
