향수ID,향수명,브랜드명,어코드명,비율
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,Fresh,37
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,Green,34
1699,F by Ferragamo Pour Homme,Salvatore Ferragamo,Musky,32
659,Pour Homme,Salvatore Ferragamo,Spicy,100
659,Pour Homme,Salvatore Ferragamo,Woody,85
659,Pour Homme,Salvatore Ferragamo,Green,67
659,Pour Homme,Salvatore Ferragamo,Aromatic,63
659,Pour Homme,Salvatore Ferragamo,Fresh,57
659,Pour Homme,Salvatore Ferragamo,Floral,46
659,Pour Homme,Salvatore Ferragamo,Sweet,43
659,Pour Homme,Salvatore Ferragamo,Citrus,41
659,Pour Homme,Salvatore Ferragamo,Earthy/Smoky,40
658,pour Femme,Salvatore Ferragamo,Spicy,100
658,pour Femme,Salvatore Ferragamo,Woody,44
658,pour Femme,Salvatore Ferragamo,Floral,44
658,pour Femme,Salvatore Ferragamo,Green,42
658,pour Femme,Salvatore Ferragamo,Fresh,35
658,pour Femme,Salvatore Ferragamo,Aromatic,33
658,pour Femme,Salvatore Ferragamo,Citrus,33
658,pour Femme,Salvatore Ferragamo,Fruity,31
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Fresh,100
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Spicy,97
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Musky,71
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Resinous,56
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Aromatic,54
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Woody,52
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Earthy/Smoky,51
44863,Uomo Salvatore Ferragamo Casual Life,Salvatore Ferragamo,Citrus,51
28117,Emozione,Salvatore Ferragamo,Floral,100
28117,Emozione,Salvatore Ferragamo,Sweet,78
28117,Emozione,Salvatore Ferragamo,Musky,38
28117,Emozione,Salvatore Ferragamo,Fresh,26
28117,Emozione,Salvatore Ferragamo,Fruity,25
28117,Emozione,Salvatore Ferragamo,Earthy/Smoky,24
28117,Emozione,Salvatore Ferragamo,Citrus,24
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Floral,100
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Fresh,93
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Spicy,89
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Aromatic,82
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Citrus,69
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Resinous,47
30816,Acqua Essenziale Colonia,Salvatore Ferragamo,Woody,39
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Woody,100
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Spicy,79
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Aromatic,27
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Citrus,26
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Musky,25
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Sweet,21
68791,Ferragamo Spicy Leather,Salvatore Ferragamo,Earthy/Smoky,20
651,Incanto,Salvatore Ferragamo,Floral,100
651,Incanto,Salvatore Ferragamo,Sweet,71
651,Incanto,Salvatore Ferragamo,Fruity,51
651,Incanto,Salvatore Ferragamo,Woody,34
651,Incanto,Salvatore Ferragamo,Fresh,30
651,Incanto,Salvatore Ferragamo,Musky,29
651,Incanto,Salvatore Ferragamo,Resinous,28
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Sweet,100
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Fruity,58
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Floral,33
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Aromatic,29
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Citrus,27
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Woody,23
17088,Signorina Eau de Toilette,Salvatore Ferragamo,Fresh,23
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Resinous,100
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Woody,93
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Spicy,78
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Citrus,53
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Aromatic,46
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Fresh,44
55367,Uomo Salvatore Ferragamo Urban Feel,Salvatore Ferragamo,Musky,40
41733,Signorina In Fiore,Salvatore Ferragamo,Fruity,100
41733,Signorina In Fiore,Salvatore Ferragamo,Floral,86
41733,Signorina In Fiore,Salvatore Ferragamo,Sweet,80
41733,Signorina In Fiore,Salvatore Ferragamo,Woody,53
41733,Signorina In Fiore,Salvatore Ferragamo,Fresh,43
41733,Signorina In Fiore,Salvatore Ferragamo,Musky,36
41733,Signorina In Fiore,Salvatore Ferragamo,Spicy,33
79229,Signorina Libera,Salvatore Ferragamo,Sweet,100
79229,Signorina Libera,Salvatore Ferragamo,Fruity,38
79229,Signorina Libera,Salvatore Ferragamo,Citrus,35
79229,Signorina Libera,Salvatore Ferragamo,Resinous,33
79229,Signorina Libera,Salvatore Ferragamo,Musky,30
79229,Signorina Libera,Salvatore Ferragamo,Aromatic,28
79229,Signorina Libera,Salvatore Ferragamo,Spicy,26
79229,Signorina Libera,Salvatore Ferragamo,Woody,25
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,Sweet,100
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,Spicy,64
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,Resinous,24
52802,Emporio Armani Stronger With You Intensely,Giorgio Armani,Aromatic,19
410,Acqua di Gio,Giorgio Armani,Fresh,100
410,Acqua di Gio,Giorgio Armani,Citrus,97
410,Acqua di Gio,Giorgio Armani,Aromatic,64
410,Acqua di Gio,Giorgio Armani,Spicy,50
410,Acqua di Gio,Giorgio Armani,Floral,46
410,Acqua di Gio,Giorgio Armani,Woody,45
29727,Acqua di Giò Profumo,Giorgio Armani,Spicy,100
29727,Acqua di Giò Profumo,Giorgio Armani,Resinous,92
29727,Acqua di Giò Profumo,Giorgio Armani,Woody,88
29727,Acqua di Giò Profumo,Giorgio Armani,Aromatic,79
29727,Acqua di Giò Profumo,Giorgio Armani,Fresh,57
29727,Acqua di Giò Profumo,Giorgio Armani,Earthy/Smoky,46
29727,Acqua di Giò Profumo,Giorgio Armani,Citrus,46
18453,Si,Giorgio Armani,Woody,100
18453,Si,Giorgio Armani,Floral,82
18453,Si,Giorgio Armani,Sweet,54
18453,Si,Giorgio Armani,Aromatic,49
18453,Si,Giorgio Armani,Spicy,47
18453,Si,Giorgio Armani,Fruity,44
18453,Si,Giorgio Armani,Green,44
18453,Si,Giorgio Armani,Earthy/Smoky,37
59532,Acqua di Giò Profondo,Giorgio Armani,Fresh,100
59532,Acqua di Giò Profondo,Giorgio Armani,Aromatic,36
59532,Acqua di Giò Profondo,Giorgio Armani,Citrus,30
59532,Acqua di Giò Profondo,Giorgio Armani,Spicy,25
59532,Acqua di Giò Profondo,Giorgio Armani,Woody,23
59532,Acqua di Giò Profondo,Giorgio Armani,Floral,17
8442,Acqua di Gioia,Giorgio Armani,Citrus,100
8442,Acqua di Gioia,Giorgio Armani,Aromatic,100
8442,Acqua di Gioia,Giorgio Armani,Green,96
8442,Acqua di Gioia,Giorgio Armani,Floral,69
8442,Acqua di Gioia,Giorgio Armani,Spicy,63
8442,Acqua di Gioia,Giorgio Armani,Woody,59
8442,Acqua di Gioia,Giorgio Armani,Fresh,48
62036,My Way,Giorgio Armani,Floral,100
62036,My Way,Giorgio Armani,Citrus,36
62036,My Way,Giorgio Armani,Musky,29
62036,My Way,Giorgio Armani,Sweet,27
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Sweet,100
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Woody,34
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Resinous,31
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Fruity,29
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Aromatic,28
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Spicy,25
64501,Emporio Armani Stronger With You Absolutely,Giorgio Armani,Floral,21
413,Armani Code for Women,Giorgio Armani,Sweet,100
413,Armani Code for Women,Giorgio Armani,Floral,56
413,Armani Code for Women,Giorgio Armani,Citrus,43
413,Armani Code for Women,Giorgio Armani,Spicy,22
413,Armani Code for Women,Giorgio Armani,Fresh,20
412,Armani Code,Giorgio Armani,Spicy,100
412,Armani Code,Giorgio Armani,Sweet,84
412,Armani Code,Giorgio Armani,Citrus,63
412,Armani Code,Giorgio Armani,Woody,54
412,Armani Code,Giorgio Armani,Floral,47
412,Armani Code,Giorgio Armani,Earthy/Smoky,44
412,Armani Code,Giorgio Armani,Aromatic,41
412,Armani Code,Giorgio Armani,Musky,36
45258,Emporio Armani Stronger With You,Giorgio Armani,Sweet,100
45258,Emporio Armani Stronger With You,Giorgio Armani,Spicy,34
45258,Emporio Armani Stronger With You,Giorgio Armani,Resinous,21
45258,Emporio Armani Stronger With You,Giorgio Armani,Aromatic,20
45258,Emporio Armani Stronger With You,Giorgio Armani,Floral,18
45258,Emporio Armani Stronger With You,Giorgio Armani,Green,18
81508,Acqua di Giò Parfum,Giorgio Armani,Spicy,100
81508,Acqua di Giò Parfum,Giorgio Armani,Woody,84
81508,Acqua di Giò Parfum,Giorgio Armani,Aromatic,81
81508,Acqua di Giò Parfum,Giorgio Armani,Fresh,50
81508,Acqua di Giò Parfum,Giorgio Armani,Citrus,42
81508,Acqua di Giò Parfum,Giorgio Armani,Resinous,38
75126,Armani Code Parfum,Giorgio Armani,Floral,100
75126,Armani Code Parfum,Giorgio Armani,Aromatic,92
75126,Armani Code Parfum,Giorgio Armani,Sweet,91
75126,Armani Code Parfum,Giorgio Armani,Woody,51
75126,Armani Code Parfum,Giorgio Armani,Citrus,50
75126,Armani Code Parfum,Giorgio Armani,Earthy/Smoky,38
75126,Armani Code Parfum,Giorgio Armani,Spicy,34
48002,Sì Passione,Giorgio Armani,Sweet,100
48002,Sì Passione,Giorgio Armani,Floral,60
48002,Sì Passione,Giorgio Armani,Fruity,58
48002,Sì Passione,Giorgio Armani,Woody,34
48002,Sì Passione,Giorgio Armani,Spicy,31
48002,Sì Passione,Giorgio Armani,Fresh,27
48002,Sì Passione,Giorgio Armani,Citrus,26
53106,Armani Code Absolu,Giorgio Armani,Sweet,100
53106,Armani Code Absolu,Giorgio Armani,Woody,43
53106,Armani Code Absolu,Giorgio Armani,Spicy,23
53106,Armani Code Absolu,Giorgio Armani,Resinous,22
53106,Armani Code Absolu,Giorgio Armani,Citrus,22
53106,Armani Code Absolu,Giorgio Armani,Musky,21
34761,Armani Code Profumo,Giorgio Armani,Sweet,100
34761,Armani Code Profumo,Giorgio Armani,Spicy,99
34761,Armani Code Profumo,Giorgio Armani,Resinous,79
34761,Armani Code Profumo,Giorgio Armani,Aromatic,52
34761,Armani Code Profumo,Giorgio Armani,Woody,49
34761,Armani Code Profumo,Giorgio Armani,Musky,45
34761,Armani Code Profumo,Giorgio Armani,Citrus,40
34761,Armani Code Profumo,Giorgio Armani,Floral,37
53243,Sì Fiori,Giorgio Armani,Floral,100
53243,Sì Fiori,Giorgio Armani,Sweet,90
53243,Sì Fiori,Giorgio Armani,Fruity,47
53243,Sì Fiori,Giorgio Armani,Citrus,45
53243,Sì Fiori,Giorgio Armani,Musky,36
53243,Sì Fiori,Giorgio Armani,Woody,33
53243,Sì Fiori,Giorgio Armani,Spicy,29
48138,Acqua di Giò Absolu,Giorgio Armani,Spicy,100
48138,Acqua di Giò Absolu,Giorgio Armani,Fresh,97
48138,Acqua di Giò Absolu,Giorgio Armani,Aromatic,81
48138,Acqua di Giò Absolu,Giorgio Armani,Woody,79
48138,Acqua di Giò Absolu,Giorgio Armani,Citrus,63
48138,Acqua di Giò Absolu,Giorgio Armani,Resinous,58
48138,Acqua di Giò Absolu,Giorgio Armani,Fruity,45
48138,Acqua di Giò Absolu,Giorgio Armani,Sweet,41
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Fresh,100
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Aromatic,56
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Citrus,33
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Spicy,28
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Floral,26
71606,Acqua di Giò Eau de Parfum,Giorgio Armani,Woody,26
34589,Armani Prive Rouge Malachite,Giorgio Armani,Floral,100
34589,Armani Prive Rouge Malachite,Giorgio Armani,Musky,44
34589,Armani Prive Rouge Malachite,Giorgio Armani,Resinous,36
34589,Armani Prive Rouge Malachite,Giorgio Armani,Spicy,23
34589,Armani Prive Rouge Malachite,Giorgio Armani,Woody,23
34589,Armani Prive Rouge Malachite,Giorgio Armani,Sweet,22
411,Acqua di Gio,Giorgio Armani,Floral,100
411,Acqua di Gio,Giorgio Armani,Fresh,58
411,Acqua di Gio,Giorgio Armani,Sweet,43
411,Acqua di Gio,Giorgio Armani,Green,27
411,Acqua di Gio,Giorgio Armani,Fruity,22
411,Acqua di Gio,Giorgio Armani,Woody,21
45257,Emporio Armani Because It’s You,Giorgio Armani,Sweet,100
45257,Emporio Armani Because It’s You,Giorgio Armani,Floral,55
45257,Emporio Armani Because It’s You,Giorgio Armani,Fruity,45
45257,Emporio Armani Because It’s You,Giorgio Armani,Citrus,31
45257,Emporio Armani Because It’s You,Giorgio Armani,Musky,24
45257,Emporio Armani Because It’s You,Giorgio Armani,Resinous,23
45257,Emporio Armani Because It’s You,Giorgio Armani,Woody,21
68596,My Way Intense,Giorgio Armani,Floral,100
68596,My Way Intense,Giorgio Armani,Sweet,83
68596,My Way Intense,Giorgio Armani,Citrus,38
68596,My Way Intense,Giorgio Armani,Musky,28
68596,My Way Intense,Giorgio Armani,Woody,27
59809,Ocean di Gioia,Giorgio Armani,Fresh,100
59809,Ocean di Gioia,Giorgio Armani,Sweet,56
59809,Ocean di Gioia,Giorgio Armani,Floral,49
59809,Ocean di Gioia,Giorgio Armani,Green,46
59809,Ocean di Gioia,Giorgio Armani,Fruity,38
59809,Ocean di Gioia,Giorgio Armani,Citrus,35
59809,Ocean di Gioia,Giorgio Armani,Musky,30
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Sweet,100
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Spicy,63
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Floral,34
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Resinous,29
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Aromatic,28
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Woody,24
100895,Emporio Armani Stronger With You Parfum,Giorgio Armani,Citrus,24
13016,Homme Intense 2011,Dior,Floral,100
13016,Homme Intense 2011,Dior,Woody,28
13016,Homme Intense 2011,Dior,Sweet,26
13016,Homme Intense 2011,Dior,Earthy/Smoky,24
13016,Homme Intense 2011,Dior,Aromatic,23
13016,Homme Intense 2011,Dior,Musky,21
13016,Homme Intense 2011,Dior,Fruity,15
31861,Sauvage,Dior,Spicy,100
31861,Sauvage,Dior,Resinous,49
31861,Sauvage,Dior,Citrus,48
31861,Sauvage,Dior,Aromatic,44
31861,Sauvage,Dior,Musky,40
31861,Sauvage,Dior,Woody,37
31861,Sauvage,Dior,Floral,32
31861,Sauvage,Dior,Green,32
219,Hypnotic Poison,Dior,Sweet,100
219,Hypnotic Poison,Dior,Fruity,16
219,Hypnotic Poison,Dior,Woody,13
219,Hypnotic Poison,Dior,Floral,11
219,Hypnotic Poison,Dior,Resinous,11
210,J'adore,Dior,Floral,100
210,J'adore,Dior,Fresh,71
210,J'adore,Dior,Sweet,50
210,J'adore,Dior,Fruity,35
210,J'adore,Dior,Citrus,24
68415,Sauvage Elixir,Dior,Spicy,100
68415,Sauvage Elixir,Dior,Resinous,33
68415,Sauvage Elixir,Dior,Woody,25
68415,Sauvage Elixir,Dior,Aromatic,25
68415,Sauvage Elixir,Dior,Floral,24
68415,Sauvage Elixir,Dior,Sweet,16
228,Fahrenheit,Dior,Woody,100
228,Fahrenheit,Dior,Fresh,78
228,Fahrenheit,Dior,Spicy,41
228,Fahrenheit,Dior,Aromatic,39
228,Fahrenheit,Dior,Musky,39
228,Fahrenheit,Dior,Floral,35
228,Fahrenheit,Dior,Citrus,33
228,Fahrenheit,Dior,Green,30
214,Pure Poison,Dior,Floral,100
214,Pure Poison,Dior,Citrus,66
214,Pure Poison,Dior,Woody,51
214,Pure Poison,Dior,Sweet,43
214,Pure Poison,Dior,Musky,42
48100,Sauvage Eau de Parfum,Dior,Spicy,100
48100,Sauvage Eau de Parfum,Dior,Floral,53
48100,Sauvage Eau de Parfum,Dior,Citrus,41
48100,Sauvage Eau de Parfum,Dior,Resinous,37
48100,Sauvage Eau de Parfum,Dior,Musky,28
48100,Sauvage Eau de Parfum,Dior,Aromatic,26
48100,Sauvage Eau de Parfum,Dior,Green,26
218,Poison,Dior,Floral,100
218,Poison,Dior,Resinous,73
218,Poison,Dior,Sweet,71
218,Poison,Dior,Fruity,45
218,Poison,Dior,Woody,38
218,Poison,Dior,Spicy,36
27417,Homme Parfum,Dior,Floral,100
27417,Homme Parfum,Dior,Woody,86
27417,Homme Parfum,Dior,Sweet,33
27417,Homme Parfum,Dior,Musky,22
27417,Homme Parfum,Dior,Earthy/Smoky,21
215,Addict,Dior,Sweet,100
215,Addict,Dior,Floral,39
215,Addict,Dior,Fruity,23
215,Addict,Dior,Resinous,22
215,Addict,Dior,Aromatic,22
215,Addict,Dior,Citrus,22
23280,Miss Dior Blooming Bouquet,Dior,Floral,100
23280,Miss Dior Blooming Bouquet,Dior,Sweet,50
23280,Miss Dior Blooming Bouquet,Dior,Fresh,38
23280,Miss Dior Blooming Bouquet,Dior,Fruity,30
23280,Miss Dior Blooming Bouquet,Dior,Musky,28
23280,Miss Dior Blooming Bouquet,Dior,Citrus,27
221,Dune,Dior,Resinous,100
221,Dune,Dior,Sweet,81
221,Dune,Dior,Floral,76
221,Dune,Dior,Woody,72
221,Dune,Dior,Spicy,43
221,Dune,Dior,Citrus,40
221,Dune,Dior,Aromatic,38
35561,Poison Girl,Dior,Sweet,100
35561,Poison Girl,Dior,Citrus,17
35561,Poison Girl,Dior,Resinous,17
35561,Poison Girl,Dior,Woody,13
35561,Poison Girl,Dior,Fruity,13
35561,Poison Girl,Dior,Spicy,13
58714,Homme 2020,Dior,Woody,100
58714,Homme 2020,Dior,Musky,73
58714,Homme 2020,Dior,Aromatic,54
58714,Homme 2020,Dior,Resinous,52
58714,Homme 2020,Dior,Citrus,47
58714,Homme 2020,Dior,Sweet,44
222,Dolce Vita,Dior,Sweet,100
222,Dolce Vita,Dior,Spicy,72
222,Dolce Vita,Dior,Woody,41
222,Dolce Vita,Dior,Fruity,32
222,Dolce Vita,Dior,Citrus,25
222,Dolce Vita,Dior,Aromatic,23
222,Dolce Vita,Dior,Resinous,22
1282,Midnight Poison,Dior,Woody,100
1282,Midnight Poison,Dior,Floral,74
1282,Midnight Poison,Dior,Resinous,70
1282,Midnight Poison,Dior,Citrus,54
1282,Midnight Poison,Dior,Spicy,37
1282,Midnight Poison,Dior,Earthy/Smoky,33
1282,Midnight Poison,Dior,Sweet,33
68905,Miss Dior Eau de Parfum (2021),Dior,Sweet,100
68905,Miss Dior Eau de Parfum (2021),Dior,Floral,82
68905,Miss Dior Eau de Parfum (2021),Dior,Fruity,26
68905,Miss Dior Eau de Parfum (2021),Dior,Fresh,23
68905,Miss Dior Eau de Parfum (2021),Dior,Musky,21
68905,Miss Dior Eau de Parfum (2021),Dior,Resinous,21
71326,Homme Sport 2021,Dior,Aromatic,100
71326,Homme Sport 2021,Dior,Citrus,84
71326,Homme Sport 2021,Dior,Resinous,82
71326,Homme Sport 2021,Dior,Woody,55
71326,Homme Sport 2021,Dior,Spicy,47
71326,Homme Sport 2021,Dior,Fresh,39
23099,Fahrenheit Le Parfum,Dior,Sweet,100
23099,Fahrenheit Le Parfum,Dior,Fresh,71
23099,Fahrenheit Le Parfum,Dior,Spicy,33
23099,Fahrenheit Le Parfum,Dior,Fruity,32
23099,Fahrenheit Le Parfum,Dior,Woody,31
23099,Fahrenheit Le Parfum,Dior,Musky,25
23099,Fahrenheit Le Parfum,Dior,Citrus,22
56324,Sauvage Parfum,Dior,Sweet,100
56324,Sauvage Parfum,Dior,Resinous,75
56324,Sauvage Parfum,Dior,Spicy,71
56324,Sauvage Parfum,Dior,Citrus,55
56324,Sauvage Parfum,Dior,Woody,45
56324,Sauvage Parfum,Dior,Aromatic,41
213,Miss Dior Cherie,Dior,Sweet,100
213,Miss Dior Cherie,Dior,Fruity,91
213,Miss Dior Cherie,Dior,Woody,62
68198,Vanilla Diorama,Dior,Sweet,100
68198,Vanilla Diorama,Dior,Spicy,58
68198,Vanilla Diorama,Dior,Woody,28
68198,Vanilla Diorama,Dior,Citrus,24
68198,Vanilla Diorama,Dior,Fruity,24
68198,Vanilla Diorama,Dior,Aromatic,19
13015,Homme,Dior,Floral,100
13015,Homme,Dior,Sweet,68
13015,Homme,Dior,Woody,58
13015,Homme,Dior,Earthy/Smoky,33
13015,Homme,Dior,Aromatic,31
13015,Homme,Dior,Spicy,28
72062,Homme Cologne 2022,Dior,Citrus,100
72062,Homme Cologne 2022,Dior,Musky,61
72062,Homme Cologne 2022,Dior,Spicy,56
72062,Homme Cologne 2022,Dior,Floral,54
72062,Homme Cologne 2022,Dior,Sweet,51
72062,Homme Cologne 2022,Dior,Aromatic,46
31623,By the Fireplace,Maison Martin Margiela,Sweet,100
31623,By the Fireplace,Maison Martin Margiela,Resinous,60
31623,By the Fireplace,Maison Martin Margiela,Spicy,50
31623,By the Fireplace,Maison Martin Margiela,Woody,43
31623,By the Fireplace,Maison Martin Margiela,Musky,20
20541,Jazz Club,Maison Martin Margiela,Sweet,100
20541,Jazz Club,Maison Martin Margiela,Spicy,50
20541,Jazz Club,Maison Martin Margiela,Earthy/Smoky,46
20541,Jazz Club,Maison Martin Margiela,Fruity,38
20541,Jazz Club,Maison Martin Margiela,Woody,33
20541,Jazz Club,Maison Martin Margiela,Aromatic,31
20541,Jazz Club,Maison Martin Margiela,Resinous,23
20542,Lazy Sunday Morning,Maison Martin Margiela,Floral,100
20542,Lazy Sunday Morning,Maison Martin Margiela,Aromatic,51
20542,Lazy Sunday Morning,Maison Martin Margiela,Sweet,46
20542,Lazy Sunday Morning,Maison Martin Margiela,Musky,37
20542,Lazy Sunday Morning,Maison Martin Margiela,Fresh,33
15261,Beach Walk,Maison Martin Margiela,Sweet,100
15261,Beach Walk,Maison Martin Margiela,Floral,37
15261,Beach Walk,Maison Martin Margiela,Musky,19
15261,Beach Walk,Maison Martin Margiela,Woody,17
15261,Beach Walk,Maison Martin Margiela,Citrus,17
55926,Coffee Break,Maison Martin Margiela,Sweet,100
55926,Coffee Break,Maison Martin Margiela,Spicy,64
55926,Coffee Break,Maison Martin Margiela,Floral,45
55926,Coffee Break,Maison Martin Margiela,Earthy/Smoky,37
55926,Coffee Break,Maison Martin Margiela,Aromatic,34
55926,Coffee Break,Maison Martin Margiela,Woody,26
55926,Coffee Break,Maison Martin Margiela,Resinous,24
60105,Bubble Bath,Maison Martin Margiela,Sweet,100
60105,Bubble Bath,Maison Martin Margiela,Floral,67
60105,Bubble Bath,Maison Martin Margiela,Aromatic,43
60105,Bubble Bath,Maison Martin Margiela,Musky,33
60105,Bubble Bath,Maison Martin Margiela,Citrus,20
53537,Whispers in the Library,Maison Martin Margiela,Sweet,100
53537,Whispers in the Library,Maison Martin Margiela,Woody,81
53537,Whispers in the Library,Maison Martin Margiela,Spicy,76
64805,Matcha Meditation,Maison Martin Margiela,Sweet,100
64805,Matcha Meditation,Maison Martin Margiela,Floral,54
64805,Matcha Meditation,Maison Martin Margiela,Green,51
64805,Matcha Meditation,Maison Martin Margiela,Citrus,38
64805,Matcha Meditation,Maison Martin Margiela,Fresh,32
64805,Matcha Meditation,Maison Martin Margiela,Spicy,32
64805,Matcha Meditation,Maison Martin Margiela,Aromatic,30
64805,Matcha Meditation,Maison Martin Margiela,Woody,27
47891,Sailing Day,Maison Martin Margiela,Fresh,100
47891,Sailing Day,Maison Martin Margiela,Aromatic,56
47891,Sailing Day,Maison Martin Margiela,Woody,22
47891,Sailing Day,Maison Martin Margiela,Resinous,19
70985,When the Rain Stops,Maison Martin Margiela,Fresh,100
70985,When the Rain Stops,Maison Martin Margiela,Woody,58
70985,When the Rain Stops,Maison Martin Margiela,Green,32
70985,When the Rain Stops,Maison Martin Margiela,Floral,26
70985,When the Rain Stops,Maison Martin Margiela,Aromatic,25
70985,When the Rain Stops,Maison Martin Margiela,Earthy/Smoky,24
70985,When the Rain Stops,Maison Martin Margiela,Citrus,23
67789,Autumn Vibes,Maison Martin Margiela,Spicy,100
67789,Autumn Vibes,Maison Martin Margiela,Woody,82
67789,Autumn Vibes,Maison Martin Margiela,Sweet,37
67789,Autumn Vibes,Maison Martin Margiela,Aromatic,32
67789,Autumn Vibes,Maison Martin Margiela,Musky,26
67789,Autumn Vibes,Maison Martin Margiela,Earthy/Smoky,26
53379,Under The Lemon Tree,Maison Martin Margiela,Woody,100
53379,Under The Lemon Tree,Maison Martin Margiela,Citrus,97
53379,Under The Lemon Tree,Maison Martin Margiela,Green,72
53379,Under The Lemon Tree,Maison Martin Margiela,Aromatic,71
53379,Under The Lemon Tree,Maison Martin Margiela,Spicy,52
53379,Under The Lemon Tree,Maison Martin Margiela,Musky,49
53379,Under The Lemon Tree,Maison Martin Margiela,Sweet,43
95923,Afternoon Delight,Maison Martin Margiela,Sweet,100
95923,Afternoon Delight,Maison Martin Margiela,Woody,18
95923,Afternoon Delight,Maison Martin Margiela,Musky,17
78292,On A Date,Maison Martin Margiela,Floral,100
78292,On A Date,Maison Martin Margiela,Woody,89
78292,On A Date,Maison Martin Margiela,Spicy,79
78292,On A Date,Maison Martin Margiela,Fruity,61
78292,On A Date,Maison Martin Margiela,Aromatic,49
78292,On A Date,Maison Martin Margiela,Earthy/Smoky,40
78292,On A Date,Maison Martin Margiela,Green,34
55927,Springtime in a Park,Maison Martin Margiela,Fresh,100
55927,Springtime in a Park,Maison Martin Margiela,Sweet,81
55927,Springtime in a Park,Maison Martin Margiela,Floral,70
55927,Springtime in a Park,Maison Martin Margiela,Musky,52
55927,Springtime in a Park,Maison Martin Margiela,Fruity,52
55927,Springtime in a Park,Maison Martin Margiela,Green,45
55927,Springtime in a Park,Maison Martin Margiela,Aromatic,31
31622,Lipstick On,Maison Martin Margiela,Sweet,100
31622,Lipstick On,Maison Martin Margiela,Floral,69
31622,Lipstick On,Maison Martin Margiela,Aromatic,21
31622,Lipstick On,Maison Martin Margiela,Earthy/Smoky,20
31622,Lipstick On,Maison Martin Margiela,Green,20
31622,Lipstick On,Maison Martin Margiela,Resinous,20
87457,From the Garden,Maison Martin Margiela,Spicy,100
87457,From the Garden,Maison Martin Margiela,Aromatic,75
87457,From the Garden,Maison Martin Margiela,Green,47
87457,From the Garden,Maison Martin Margiela,Citrus,37
87457,From the Garden,Maison Martin Margiela,Woody,36
103564,Never-ending Summer,Maison Martin Margiela,Spicy,100
103564,Never-ending Summer,Maison Martin Margiela,Citrus,76
103564,Never-ending Summer,Maison Martin Margiela,Woody,66
