향수ID,향수명,브랜드명,어코드명,비율
10806,Lust,Lush,Floral,100
10806,Lust,Lush,Sweet,44
10806,Lust,Lush,Woody,27
4367,Karma,Lush,Woody,100
4367,Karma,Lush,Spicy,55
4367,Karma,Lush,Citrus,45
4367,Karma,Lush,Aromatic,39
4367,Karma,Lush,Resinous,25
4367,Karma,Lush,Sweet,22
4367,Karma,Lush,Earthy/Smoky,21
29173,Lord of Misrule,Lush,Woody,100
29173,Lord of Misrule,Lush,Spicy,92
29173,Lord of Misrule,Lush,Sweet,80
29173,Lord of Misrule,Lush,Resinous,35
29173,Lord of Misrule,Lush,Earthy/Smoky,34
10798,American Cream,Lush,Sweet,100
10798,American Cream,Lush,Resinous,16
88995,Sticky Dates,Lush,Sweet,100
88995,Sticky Dates,Lush,Resinous,65
88995,Sticky Dates,Lush,Spicy,31
88995,Sticky Dates,Lush,Woody,28
60072,Let The Good Times Roll,Lush,Sweet,100
60072,Let The Good Times Roll,Lush,Spicy,34
8130,Vanillary,Lush,Sweet,100
8130,Vanillary,Lush,Floral,28
8130,Vanillary,Lush,Resinous,22
72229,Turmeric Latte Perfume,Lush,Sweet,100
72229,Turmeric Latte Perfume,Lush,Resinous,78
72229,Turmeric Latte Perfume,Lush,Spicy,54
13716,Breath Of God,Lush,Resinous,100
13716,Breath Of God,Lush,Spicy,100
13716,Breath Of God,Lush,Woody,88
13716,Breath Of God,Lush,Fresh,81
13716,Breath Of God,Lush,Aromatic,64
13716,Breath Of God,Lush,Earthy/Smoky,50
13716,Breath Of God,Lush,Citrus,43
11734,Dirty,Lush,Green,100
11734,Dirty,Lush,Aromatic,85
11734,Dirty,Lush,Spicy,56
11734,Dirty,Lush,Floral,40
97106,Chelsea Morning,Lush,Sweet,100
97106,Chelsea Morning,Lush,Citrus,37
97106,Chelsea Morning,Lush,Aromatic,26
97106,Chelsea Morning,Lush,Spicy,20
58865,Snow Fairy,Lush,Sweet,100
58865,Snow Fairy,Lush,Fruity,19
63243,Rose Jam 2019,Lush,Floral,100
63243,Rose Jam 2019,Lush,Sweet,50
63243,Rose Jam 2019,Lush,Fruity,40
63243,Rose Jam 2019,Lush,Citrus,37
63243,Rose Jam 2019,Lush,Aromatic,35
63243,Rose Jam 2019,Lush,Spicy,33
57035,Twilight Body Spray,Lush,Sweet,100
57035,Twilight Body Spray,Lush,Floral,99
57035,Twilight Body Spray,Lush,Spicy,73
57035,Twilight Body Spray,Lush,Resinous,62
57035,Twilight Body Spray,Lush,Aromatic,51
26630,Death and Decay,Lush,Floral,100
26630,Death and Decay,Lush,Sweet,27
26630,Death and Decay,Lush,Woody,24
88991,Super Milk,Lush,Sweet,100
88991,Super Milk,Lush,Citrus,37
88991,Super Milk,Lush,Fresh,23
88991,Super Milk,Lush,Resinous,22
62550,Honey I Washed The Kids,Lush,Sweet,100
62550,Honey I Washed The Kids,Lush,Citrus,19
46804,Cardamom Coffee,Lush,Spicy,100
46804,Cardamom Coffee,Lush,Woody,88
46804,Cardamom Coffee,Lush,Earthy/Smoky,68
46804,Cardamom Coffee,Lush,Aromatic,54
57036,Rose Jam Body Spray,Lush,Floral,100
57036,Rose Jam Body Spray,Lush,Aromatic,38
57036,Rose Jam Body Spray,Lush,Citrus,36
57036,Rose Jam Body Spray,Lush,Sweet,34
57036,Rose Jam Body Spray,Lush,Spicy,30
57036,Rose Jam Body Spray,Lush,Resinous,30
17617,Sikkim Girls,Lush,Floral,100
17617,Sikkim Girls,Lush,Sweet,40
17617,Sikkim Girls,Lush,Fruity,26
13718,The Smell of Weather Turning,Lush,Green,100
13718,The Smell of Weather Turning,Lush,Woody,63
13718,The Smell of Weather Turning,Lush,Aromatic,45
13718,The Smell of Weather Turning,Lush,Spicy,37
13718,The Smell of Weather Turning,Lush,Earthy/Smoky,28
56379,Pansy,Lush,Floral,100
56379,Pansy,Lush,Aromatic,68
56379,Pansy,Lush,Citrus,60
56379,Pansy,Lush,Spicy,58
56379,Pansy,Lush,Fruity,47
56379,Pansy,Lush,Woody,44
56379,Pansy,Lush,Green,42
56379,Pansy,Lush,Sweet,42
56379,Pansy,Lush,Resinous,38
59340,Avocado Co-Wash,Lush,Citrus,100
59340,Avocado Co-Wash,Lush,Spicy,77
59340,Avocado Co-Wash,Lush,Resinous,62
59340,Avocado Co-Wash,Lush,Aromatic,55
59340,Avocado Co-Wash,Lush,Woody,43
17621,Devil's Night Cap,Lush,Woody,100
17621,Devil's Night Cap,Lush,Floral,55
17621,Devil's Night Cap,Lush,Earthy/Smoky,42
17621,Devil's Night Cap,Lush,Aromatic,37
17621,Devil's Night Cap,Lush,Spicy,27
17621,Devil's Night Cap,Lush,Sweet,26
25529,Wood Sage & Sea Salt,Jo Malone London,Fresh,100
25529,Wood Sage & Sea Salt,Jo Malone London,Aromatic,49
25529,Wood Sage & Sea Salt,Jo Malone London,Citrus,36
25529,Wood Sage & Sea Salt,Jo Malone London,Musky,34
25529,Wood Sage & Sea Salt,Jo Malone London,Green,33
25529,Wood Sage & Sea Salt,Jo Malone London,Spicy,28
25529,Wood Sage & Sea Salt,Jo Malone London,Floral,26
10314,English Pear & Freesia,Jo Malone London,Floral,100
10314,English Pear & Freesia,Jo Malone London,Fresh,69
10314,English Pear & Freesia,Jo Malone London,Sweet,68
10314,English Pear & Freesia,Jo Malone London,Fruity,52
10314,English Pear & Freesia,Jo Malone London,Musky,35
10314,English Pear & Freesia,Jo Malone London,Woody,31
10314,English Pear & Freesia,Jo Malone London,Green,30
42027,Myrrh & Tonka,Jo Malone London,Sweet,100
42027,Myrrh & Tonka,Jo Malone London,Resinous,69
42027,Myrrh & Tonka,Jo Malone London,Aromatic,28
42027,Myrrh & Tonka,Jo Malone London,Spicy,26
42027,Myrrh & Tonka,Jo Malone London,Floral,24
15134,Blackberry & Bay,Jo Malone London,Spicy,100
15134,Blackberry & Bay,Jo Malone London,Fruity,67
15134,Blackberry & Bay,Jo Malone London,Floral,60
15134,Blackberry & Bay,Jo Malone London,Aromatic,52
15134,Blackberry & Bay,Jo Malone London,Citrus,51
15134,Blackberry & Bay,Jo Malone London,Woody,47
15134,Blackberry & Bay,Jo Malone London,Sweet,39
18767,Peony & Blush Suede,Jo Malone London,Floral,100
18767,Peony & Blush Suede,Jo Malone London,Fresh,44
18767,Peony & Blush Suede,Jo Malone London,Woody,30
18767,Peony & Blush Suede,Jo Malone London,Fruity,29
18767,Peony & Blush Suede,Jo Malone London,Musky,27
12310,Wild Bluebell,Jo Malone London,Sweet,100
12310,Wild Bluebell,Jo Malone London,Musky,59
12310,Wild Bluebell,Jo Malone London,Green,57
12310,Wild Bluebell,Jo Malone London,Fresh,52
12310,Wild Bluebell,Jo Malone London,Fruity,38
12310,Wild Bluebell,Jo Malone London,Spicy,27
3782,Nectarine Blossom & Honey,Jo Malone London,Sweet,100
3782,Nectarine Blossom & Honey,Jo Malone London,Fruity,78
3782,Nectarine Blossom & Honey,Jo Malone London,Green,49
3782,Nectarine Blossom & Honey,Jo Malone London,Fresh,37
3782,Nectarine Blossom & Honey,Jo Malone London,Floral,35
5585,Lime Basil & Mandarin,Jo Malone London,Green,100
5585,Lime Basil & Mandarin,Jo Malone London,Citrus,93
5585,Lime Basil & Mandarin,Jo Malone London,Aromatic,74
5585,Lime Basil & Mandarin,Jo Malone London,Spicy,72
5585,Lime Basil & Mandarin,Jo Malone London,Woody,47
15286,Velvet Rose & Oud,Jo Malone London,Floral,100
15286,Velvet Rose & Oud,Jo Malone London,Sweet,72
15286,Velvet Rose & Oud,Jo Malone London,Woody,54
15286,Velvet Rose & Oud,Jo Malone London,Spicy,32
5581,Pomegranate Noir,Jo Malone London,Spicy,100
5581,Pomegranate Noir,Jo Malone London,Woody,58
5581,Pomegranate Noir,Jo Malone London,Fruity,44
5581,Pomegranate Noir,Jo Malone London,Sweet,35
5581,Pomegranate Noir,Jo Malone London,Resinous,30
31825,Mimosa & Cardamom,Jo Malone London,Sweet,100
31825,Mimosa & Cardamom,Jo Malone London,Floral,79
31825,Mimosa & Cardamom,Jo Malone London,Spicy,44
31825,Mimosa & Cardamom,Jo Malone London,Aromatic,33
31825,Mimosa & Cardamom,Jo Malone London,Resinous,24
64551,Scarlet Poppy Intense,Jo Malone London,Sweet,100
64551,Scarlet Poppy Intense,Jo Malone London,Floral,51
64551,Scarlet Poppy Intense,Jo Malone London,Musky,18
64551,Scarlet Poppy Intense,Jo Malone London,Fruity,18
64551,Scarlet Poppy Intense,Jo Malone London,Resinous,18
64551,Scarlet Poppy Intense,Jo Malone London,Aromatic,16
2279,Orange Blossom,Jo Malone London,Floral,100
2279,Orange Blossom,Jo Malone London,Citrus,42
2279,Orange Blossom,Jo Malone London,Sweet,34
2279,Orange Blossom,Jo Malone London,Fresh,29
12928,Oud & Bergamot,Jo Malone London,Woody,100
12928,Oud & Bergamot,Jo Malone London,Citrus,71
12928,Oud & Bergamot,Jo Malone London,Spicy,45
12928,Oud & Bergamot,Jo Malone London,Aromatic,35
3783,Dark Amber & Ginger Lily,Jo Malone London,Spicy,100
3783,Dark Amber & Ginger Lily,Jo Malone London,Resinous,77
3783,Dark Amber & Ginger Lily,Jo Malone London,Woody,48
3783,Dark Amber & Ginger Lily,Jo Malone London,Floral,39
3783,Dark Amber & Ginger Lily,Jo Malone London,Fresh,37
3783,Dark Amber & Ginger Lily,Jo Malone London,Sweet,32
3783,Dark Amber & Ginger Lily,Jo Malone London,Aromatic,32
3783,Dark Amber & Ginger Lily,Jo Malone London,Musky,31
5484,Red Roses,Jo Malone London,Floral,100
5484,Red Roses,Jo Malone London,Citrus,33
5484,Red Roses,Jo Malone London,Sweet,31
5484,Red Roses,Jo Malone London,Green,30
56152,Poppy & Barley,Jo Malone London,Sweet,100
56152,Poppy & Barley,Jo Malone London,Floral,79
56152,Poppy & Barley,Jo Malone London,Fruity,55
56152,Poppy & Barley,Jo Malone London,Woody,34
56152,Poppy & Barley,Jo Malone London,Musky,33
87708,Ginger Biscuit Cologne (2023),Jo Malone London,Sweet,100
87708,Ginger Biscuit Cologne (2023),Jo Malone London,Spicy,87
87708,Ginger Biscuit Cologne (2023),Jo Malone London,Fresh,20
46187,English Oak & Hazelnut,Jo Malone London,Woody,100
46187,English Oak & Hazelnut,Jo Malone London,Sweet,85
46187,English Oak & Hazelnut,Jo Malone London,Aromatic,39
46187,English Oak & Hazelnut,Jo Malone London,Earthy/Smoky,36
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,Woody,100
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,Aromatic,66
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,Green,51
61928,Cypress & Grapevine Cologne Intense,Jo Malone London,Spicy,47
2280,Blue Agava & Cacao,Jo Malone London,Sweet,100
2280,Blue Agava & Cacao,Jo Malone London,Spicy,57
2280,Blue Agava & Cacao,Jo Malone London,Aromatic,22
2280,Blue Agava & Cacao,Jo Malone London,Floral,18
51266,Honeysuckle & Davana,Jo Malone London,Floral,100
51266,Honeysuckle & Davana,Jo Malone London,Fruity,42
51266,Honeysuckle & Davana,Jo Malone London,Green,32
51266,Honeysuckle & Davana,Jo Malone London,Woody,30
51266,Honeysuckle & Davana,Jo Malone London,Aromatic,27
51266,Honeysuckle & Davana,Jo Malone London,Earthy/Smoky,25
51266,Honeysuckle & Davana,Jo Malone London,Resinous,23
58393,Vetiver & Golden Vanilla,Jo Malone London,Sweet,100
58393,Vetiver & Golden Vanilla,Jo Malone London,Aromatic,69
58393,Vetiver & Golden Vanilla,Jo Malone London,Spicy,52
58393,Vetiver & Golden Vanilla,Jo Malone London,Woody,51
58393,Vetiver & Golden Vanilla,Jo Malone London,Earthy/Smoky,47
58393,Vetiver & Golden Vanilla,Jo Malone London,Green,45
58393,Vetiver & Golden Vanilla,Jo Malone London,Citrus,35
61929,Fig & Lotus Flower,Jo Malone London,Fresh,100
61929,Fig & Lotus Flower,Jo Malone London,Floral,72
61929,Fig & Lotus Flower,Jo Malone London,Green,25
61929,Fig & Lotus Flower,Jo Malone London,Woody,24
49714,Jasmine Sambac & Marigold,Jo Malone London,Floral,100
49714,Jasmine Sambac & Marigold,Jo Malone London,Sweet,53
49714,Jasmine Sambac & Marigold,Jo Malone London,Resinous,47
49714,Jasmine Sambac & Marigold,Jo Malone London,Aromatic,24
49714,Jasmine Sambac & Marigold,Jo Malone London,Green,21
78952,Chamo,Tamburins,Sweet,100
78952,Chamo,Tamburins,Woody,81
78952,Chamo,Tamburins,Musky,78
78952,Chamo,Tamburins,Aromatic,53
78952,Chamo,Tamburins,Fresh,51
78952,Chamo,Tamburins,Floral,48
78952,Chamo,Tamburins,Spicy,45
78952,Chamo,Tamburins,Earthy/Smoky,43
78952,Chamo,Tamburins,Resinous,41
78957,White Darjeeling,Tamburins,Sweet,100
78957,White Darjeeling,Tamburins,Musky,60
78957,White Darjeeling,Tamburins,Woody,56
78957,White Darjeeling,Tamburins,Fruity,45
78957,White Darjeeling,Tamburins,Citrus,45
78957,White Darjeeling,Tamburins,Green,44
78957,White Darjeeling,Tamburins,Aromatic,38
78957,White Darjeeling,Tamburins,Spicy,34
78957,White Darjeeling,Tamburins,Fresh,32
108962,Pumkini,Tamburins,Sweet,100
108962,Pumkini,Tamburins,Spicy,46
108962,Pumkini,Tamburins,Aromatic,41
108962,Pumkini,Tamburins,Green,37
108962,Pumkini,Tamburins,Woody,31
108962,Pumkini,Tamburins,Citrus,29
108962,Pumkini,Tamburins,Fruity,24
108962,Pumkini,Tamburins,Fresh,22
94190,Holy Metal,Tamburins,Resinous,100
94190,Holy Metal,Tamburins,Woody,96
94190,Holy Metal,Tamburins,Aromatic,70
94190,Holy Metal,Tamburins,Fresh,66
94190,Holy Metal,Tamburins,Musky,56
94190,Holy Metal,Tamburins,Earthy/Smoky,53
94190,Holy Metal,Tamburins,Green,44
94190,Holy Metal,Tamburins,Spicy,42
78953,Berga Sandal,Tamburins,Woody,100
78953,Berga Sandal,Tamburins,Fresh,78
78953,Berga Sandal,Tamburins,Citrus,39
78953,Berga Sandal,Tamburins,Aromatic,35
78953,Berga Sandal,Tamburins,Sweet,32
78953,Berga Sandal,Tamburins,Green,32
78959,Lale,Tamburins,Floral,100
78959,Lale,Tamburins,Musky,69
78959,Lale,Tamburins,Sweet,52
78959,Lale,Tamburins,Green,43
78959,Lale,Tamburins,Spicy,41
78959,Lale,Tamburins,Aromatic,41
78959,Lale,Tamburins,Fresh,39
78959,Lale,Tamburins,Fruity,39
78959,Lale,Tamburins,Woody,37
112830,Blue Hinoki,Tamburins,Fresh,100
112830,Blue Hinoki,Tamburins,Woody,83
112830,Blue Hinoki,Tamburins,Aromatic,71
112830,Blue Hinoki,Tamburins,Citrus,40
112830,Blue Hinoki,Tamburins,Spicy,38
78955,Bilingual,Tamburins,Sweet,100
78955,Bilingual,Tamburins,Musky,81
78955,Bilingual,Tamburins,Floral,52
78955,Bilingual,Tamburins,Citrus,34
78955,Bilingual,Tamburins,Earthy/Smoky,34
78955,Bilingual,Tamburins,Aromatic,26
120636,Puppy,Tamburins,Sweet,100
120636,Puppy,Tamburins,Green,99
120636,Puppy,Tamburins,Woody,87
120636,Puppy,Tamburins,Aromatic,64
120636,Puppy,Tamburins,Floral,64
120636,Puppy,Tamburins,Spicy,48
78958,Haystacks,Tamburins,Woody,100
78958,Haystacks,Tamburins,Sweet,85
78958,Haystacks,Tamburins,Spicy,81
78958,Haystacks,Tamburins,Resinous,58
78958,Haystacks,Tamburins,Fruity,52
78958,Haystacks,Tamburins,Aromatic,50
78958,Haystacks,Tamburins,Floral,36
78956,Suede Pear,Tamburins,Fruity,100
78956,Suede Pear,Tamburins,Sweet,96
78956,Suede Pear,Tamburins,Fresh,79
78956,Suede Pear,Tamburins,Musky,63
78956,Suede Pear,Tamburins,Woody,56
78956,Suede Pear,Tamburins,Green,54
78956,Suede Pear,Tamburins,Resinous,37
78961,Unknown Oud,Tamburins,Woody,100
78961,Unknown Oud,Tamburins,Spicy,23
78961,Unknown Oud,Tamburins,Resinous,21
78954,"Thaw, Sunset",Tamburins,Sweet,100
78954,"Thaw, Sunset",Tamburins,Woody,53
78954,"Thaw, Sunset",Tamburins,Spicy,37
78954,"Thaw, Sunset",Tamburins,Musky,28
78954,"Thaw, Sunset",Tamburins,Resinous,21
78954,"Thaw, Sunset",Tamburins,Citrus,20
112959,Evening Glow,Tamburins,Floral,100
112959,Evening Glow,Tamburins,Woody,78
112959,Evening Glow,Tamburins,Fruity,48
112959,Evening Glow,Tamburins,Sweet,41
112959,Evening Glow,Tamburins,Musky,37
112959,Evening Glow,Tamburins,Earthy/Smoky,36
112959,Evening Glow,Tamburins,Spicy,31
78960,French Needle,Tamburins,Woody,100
78960,French Needle,Tamburins,Aromatic,48
78960,French Needle,Tamburins,Spicy,36
78960,French Needle,Tamburins,Resinous,35
120637,Sunshine,Tamburins,Musky,100
120637,Sunshine,Tamburins,Sweet,69
120637,Sunshine,Tamburins,Aromatic,62
120637,Sunshine,Tamburins,Resinous,61
120637,Sunshine,Tamburins,Fresh,57
123204,Bottari,Tamburins,Woody,100
123204,Bottari,Tamburins,Musky,87
123204,Bottari,Tamburins,Resinous,58
123204,Bottari,Tamburins,Floral,26
125268,Late Autumn,Tamburins,Musky,100
125268,Late Autumn,Tamburins,Sweet,70
125268,Late Autumn,Tamburins,Aromatic,58
125268,Late Autumn,Tamburins,Woody,54
125268,Late Autumn,Tamburins,Citrus,53
125268,Late Autumn,Tamburins,Green,53
125271,Wood Salt Beach,Tamburins,Fresh,100
125271,Wood Salt Beach,Tamburins,Musky,53
125271,Wood Salt Beach,Tamburins,Aromatic,45
125271,Wood Salt Beach,Tamburins,Woody,45
125271,Wood Salt Beach,Tamburins,Citrus,42
125271,Wood Salt Beach,Tamburins,Sweet,39
125271,Wood Salt Beach,Tamburins,Resinous,29
125271,Wood Salt Beach,Tamburins,Spicy,29
125271,Wood Salt Beach,Tamburins,Floral,28
125269,Bather in the Lake,Tamburins,Earthy/Smoky,100
125269,Bather in the Lake,Tamburins,Resinous,87
125269,Bather in the Lake,Tamburins,Aromatic,87
125269,Bather in the Lake,Tamburins,Green,64
125269,Bather in the Lake,Tamburins,Fresh,58
125269,Bather in the Lake,Tamburins,Floral,58
125269,Bather in the Lake,Tamburins,Woody,58
125269,Bather in the Lake,Tamburins,Musky,58
125269,Bather in the Lake,Tamburins,Spicy,49
125270,Brown,Tamburins,Resinous,100
125270,Brown,Tamburins,Woody,94
125270,Brown,Tamburins,Spicy,74
125270,Brown,Tamburins,Floral,45
125270,Brown,Tamburins,Green,32
125270,Brown,Tamburins,Aromatic,30
3865,Philosykos Eau de Parfum,Diptyque,Sweet,100
3865,Philosykos Eau de Parfum,Diptyque,Green,61
3865,Philosykos Eau de Parfum,Diptyque,Woody,51
3865,Philosykos Eau de Parfum,Diptyque,Fresh,35
3865,Philosykos Eau de Parfum,Diptyque,Fruity,33
9241,Eau Duelle Eau de Toilette,Diptyque,Sweet,100
9241,Eau Duelle Eau de Toilette,Diptyque,Spicy,99
9241,Eau Duelle Eau de Toilette,Diptyque,Resinous,63
9241,Eau Duelle Eau de Toilette,Diptyque,Aromatic,51
9241,Eau Duelle Eau de Toilette,Diptyque,Woody,26
78658,L'Eau Papier,Diptyque,Sweet,100
78658,L'Eau Papier,Diptyque,Floral,82
78658,L'Eau Papier,Diptyque,Musky,72
78658,L'Eau Papier,Diptyque,Woody,44
78658,L'Eau Papier,Diptyque,Aromatic,32
65738,Orphéon Eau de Parfum,Diptyque,Sweet,100
65738,Orphéon Eau de Parfum,Diptyque,Woody,67
65738,Orphéon Eau de Parfum,Diptyque,Aromatic,65
65738,Orphéon Eau de Parfum,Diptyque,Spicy,47
65738,Orphéon Eau de Parfum,Diptyque,Floral,44
48681,Fleur de Peau Eau de Parfum,Diptyque,Floral,100
48681,Fleur de Peau Eau de Parfum,Diptyque,Musky,87
48681,Fleur de Peau Eau de Parfum,Diptyque,Sweet,79
48681,Fleur de Peau Eau de Parfum,Diptyque,Aromatic,50
48681,Fleur de Peau Eau de Parfum,Diptyque,Resinous,46
48681,Fleur de Peau Eau de Parfum,Diptyque,Spicy,46
48681,Fleur de Peau Eau de Parfum,Diptyque,Woody,44
48681,Fleur de Peau Eau de Parfum,Diptyque,Fresh,43
48681,Fleur de Peau Eau de Parfum,Diptyque,Earthy/Smoky,42
49100,Eau Duelle Eau de Parfum,Diptyque,Sweet,100
49100,Eau Duelle Eau de Parfum,Diptyque,Resinous,55
49100,Eau Duelle Eau de Parfum,Diptyque,Earthy/Smoky,26
49100,Eau Duelle Eau de Parfum,Diptyque,Spicy,25
49100,Eau Duelle Eau de Parfum,Diptyque,Woody,24
6501,Do Son Eau de Toilette,Diptyque,Floral,100
6501,Do Son Eau de Toilette,Diptyque,Musky,53
6501,Do Son Eau de Toilette,Diptyque,Citrus,24
3956,Tam Dao Eau de Toilette,Diptyque,Woody,100
3956,Tam Dao Eau de Toilette,Diptyque,Spicy,90
3956,Tam Dao Eau de Toilette,Diptyque,Aromatic,52
3956,Tam Dao Eau de Toilette,Diptyque,Sweet,52
49104,Tam Dao Eau de Parfum,Diptyque,Woody,100
49104,Tam Dao Eau de Parfum,Diptyque,Sweet,59
49104,Tam Dao Eau de Parfum,Diptyque,Spicy,47
49104,Tam Dao Eau de Parfum,Diptyque,Aromatic,46
49104,Tam Dao Eau de Parfum,Diptyque,Resinous,42
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Spicy,100
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Floral,95
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Fruity,90
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Green,73
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Aromatic,69
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Woody,45
3962,L'Ombre Dans L'Eau Eau de Toilette,Diptyque,Citrus,42
49098,Do Son Eau de Parfum,Diptyque,Floral,100
49098,Do Son Eau de Parfum,Diptyque,Musky,59
49098,Do Son Eau de Parfum,Diptyque,Green,28
72040,Philosykos Eau de Toilette,Diptyque,Sweet,100
72040,Philosykos Eau de Toilette,Diptyque,Green,87
72040,Philosykos Eau de Toilette,Diptyque,Woody,79
72040,Philosykos Eau de Toilette,Diptyque,Fresh,63
72040,Philosykos Eau de Toilette,Diptyque,Fruity,51
14214,Eau Rose,Diptyque,Floral,100
14214,Eau Rose,Diptyque,Fruity,73
14214,Eau Rose,Diptyque,Spicy,34
14214,Eau Rose,Diptyque,Aromatic,32
14214,Eau Rose,Diptyque,Musky,31
14214,Eau Rose,Diptyque,Citrus,30
14214,Eau Rose,Diptyque,Woody,29
14214,Eau Rose,Diptyque,Sweet,27
35678,Eau des Sens Eau de Toilette,Diptyque,Woody,100
35678,Eau des Sens Eau de Toilette,Diptyque,Citrus,99
35678,Eau des Sens Eau de Toilette,Diptyque,Sweet,91
35678,Eau des Sens Eau de Toilette,Diptyque,Floral,85
35678,Eau des Sens Eau de Toilette,Diptyque,Musky,54
35678,Eau des Sens Eau de Toilette,Diptyque,Aromatic,51
35678,Eau des Sens Eau de Toilette,Diptyque,Resinous,50
35678,Eau des Sens Eau de Toilette,Diptyque,Spicy,50
48680,Tempo Eau de Parfum,Diptyque,Spicy,100
48680,Tempo Eau de Parfum,Diptyque,Woody,90
48680,Tempo Eau de Parfum,Diptyque,Aromatic,52
48680,Tempo Eau de Parfum,Diptyque,Earthy/Smoky,29
48680,Tempo Eau de Parfum,Diptyque,Fresh,28
48680,Tempo Eau de Parfum,Diptyque,Resinous,26
48680,Tempo Eau de Parfum,Diptyque,Citrus,24
3958,Oyedo Eau de Toilette,Diptyque,Citrus,100
3958,Oyedo Eau de Toilette,Diptyque,Aromatic,52
3958,Oyedo Eau de Toilette,Diptyque,Spicy,46
3958,Oyedo Eau de Toilette,Diptyque,Green,43
3958,Oyedo Eau de Toilette,Diptyque,Sweet,41
3960,Olene Eau de Toilette,Diptyque,Floral,100
3960,Olene Eau de Toilette,Diptyque,Green,27
3960,Olene Eau de Toilette,Diptyque,Fresh,20
58391,Eau Capitale Eau de Parfum,Diptyque,Woody,100
58391,Eau Capitale Eau de Parfum,Diptyque,Floral,99
58391,Eau Capitale Eau de Parfum,Diptyque,Spicy,72
58391,Eau Capitale Eau de Parfum,Diptyque,Citrus,37
58391,Eau Capitale Eau de Parfum,Diptyque,Earthy/Smoky,34
58391,Eau Capitale Eau de Parfum,Diptyque,Resinous,30
67808,Ilio,Diptyque,Floral,100
67808,Ilio,Diptyque,Sweet,26
67808,Ilio,Diptyque,Fruity,24
67808,Ilio,Diptyque,Citrus,24
67808,Ilio,Diptyque,Earthy/Smoky,20
67808,Ilio,Diptyque,Spicy,17
67808,Ilio,Diptyque,Woody,16
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Floral,100
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Spicy,74
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Green,68
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Fruity,64
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Aromatic,49
49099,L’Ombre Dans L’Eau Eau de Parfum,Diptyque,Citrus,31
12208,34 Boulevard Saint Germain,Diptyque,Spicy,100
12208,34 Boulevard Saint Germain,Diptyque,Woody,38
12208,34 Boulevard Saint Germain,Diptyque,Green,26
12208,34 Boulevard Saint Germain,Diptyque,Aromatic,24
12208,34 Boulevard Saint Germain,Diptyque,Resinous,23
12208,34 Boulevard Saint Germain,Diptyque,Fruity,21
12208,34 Boulevard Saint Germain,Diptyque,Fresh,19
71661,Eau Rose Eau De Parfum,Diptyque,Floral,100
71661,Eau Rose Eau De Parfum,Diptyque,Fruity,68
71661,Eau Rose Eau De Parfum,Diptyque,Green,63
71661,Eau Rose Eau De Parfum,Diptyque,Musky,33
71661,Eau Rose Eau De Parfum,Diptyque,Aromatic,30
71661,Eau Rose Eau De Parfum,Diptyque,Woody,30
71661,Eau Rose Eau De Parfum,Diptyque,Fresh,28
49101,Volutes Eau de Parfum,Diptyque,Sweet,100
49101,Volutes Eau de Parfum,Diptyque,Floral,83
49101,Volutes Eau de Parfum,Diptyque,Earthy/Smoky,62
49101,Volutes Eau de Parfum,Diptyque,Spicy,26
49101,Volutes Eau de Parfum,Diptyque,Resinous,22
31738,Oud Palao Eau de Parfum,Diptyque,Woody,100
31738,Oud Palao Eau de Parfum,Diptyque,Resinous,53
31738,Oud Palao Eau de Parfum,Diptyque,Spicy,53
31738,Oud Palao Eau de Parfum,Diptyque,Floral,36
31738,Oud Palao Eau de Parfum,Diptyque,Earthy/Smoky,32
31738,Oud Palao Eau de Parfum,Diptyque,Sweet,28
31738,Oud Palao Eau de Parfum,Diptyque,Musky,25
56405,Philosykos Eau de Parfum 2012,Diptyque,Sweet,100
56405,Philosykos Eau de Parfum 2012,Diptyque,Woody,94
56405,Philosykos Eau de Parfum 2012,Diptyque,Green,77
56405,Philosykos Eau de Parfum 2012,Diptyque,Fresh,58
56405,Philosykos Eau de Parfum 2012,Diptyque,Fruity,55
1825,Tobacco Vanille,Tom Ford,Sweet,100
1825,Tobacco Vanille,Tom Ford,Earthy/Smoky,29
1825,Tobacco Vanille,Tom Ford,Spicy,24
1825,Tobacco Vanille,Tom Ford,Fruity,20
1825,Tobacco Vanille,Tom Ford,Woody,18
1018,Black Orchid,Tom Ford,Sweet,100
1018,Black Orchid,Tom Ford,Woody,75
1018,Black Orchid,Tom Ford,Resinous,64
1018,Black Orchid,Tom Ford,Spicy,51
1018,Black Orchid,Tom Ford,Earthy/Smoky,43
1018,Black Orchid,Tom Ford,Floral,31
